name,adname,type,rating,cost
马灯部落-杭帮创意菜(杭州西湖虎跑店),西湖区,餐饮服务;中餐厅;浙江菜,4.7,100
川塘风乐山冷锅鱼美蛙鱼头,西湖区,餐饮服务;中餐厅;中餐厅,4.7,100
那些年·花园西餐·窑炉披萨(新天地店),临平区,餐饮服务;咖啡厅;咖啡厅,4.7,100
喀摩尔土耳其餐厅,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,100
武林虾客·小龙虾·江南生腌(凤起路店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.7,100
晓麟家奶茶(采荷店),上城区,餐饮服务;冷饮店;冷饮店,4.6,8
晓麟奶茶(近江家园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,11
瑞幸咖啡(501城市广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,13
王老笨·东北过桥米线(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,20
麦当劳(中南国际商城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,22
布蕾克喝茶工坊(近江五园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,23
麦当劳(杭州凤起路餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.6,23
正宗淮南牛肉汤,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,23
肯德基(朝晖店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,25
骑点咖啡 Ride Cafe,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,26
麦当劳(江南明新DT店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26
麦当劳(加州阳光·开元广场店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26
麦当劳(杭州大厦501城市广场店),上城区,餐饮服务;快餐厅;麦当劳,4.6,27
王阿盖手工小吃(庆春银泰店),上城区,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,4.6,27
chofo出伏咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,27
肯德基(杭州和平饭店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,27
素新风·食养自助餐厅(杭州·501广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28
复兴面王(杭州莲荷里店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28
费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28
费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28
费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28
东北蒸饺菜馆(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,28
Section沙县咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,28
银记肠粉(新华路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,28
麦当劳(星耀城二期城市生活广场店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28
麦当劳(西湖银泰百货店),上城区,餐饮服务;快餐厅;麦当劳,4.6,28
麦当劳(杭州滨江中南乐游城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28
麦当劳(大华·星河商务大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29
麦当劳(智谷国际人才大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29
星巴克(杭州来福士广场店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
星巴克(杭州UDC店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
星巴克(滨江城市之星店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
星巴克(杭州东杭大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
Any.Shell Coffee胡安咖啡(近江南路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,30
星巴克(杭州大厦501城市广场B1店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
星巴克(新传媒大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
星巴克(杭州五福天虹购物中心店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30
麦当劳(科技广场店),西湖区,餐饮服务;快餐厅;麦当劳,4.6,30
星巴克(杭州嘉华店),西湖区,餐饮服务;咖啡厅;星巴克咖啡|餐饮服务;快餐厅;快餐厅,4.6,30
马姥姥东北砂锅,滨江区,餐饮服务;中餐厅;中餐厅,4.6,31
素满香·全民食养自助(滨江天街店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,31
望江门227号龙虾馆,上城区,餐饮服务;中餐厅;中餐厅,4.6,32
阿嬷手作(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.6,34
麦当劳(中豪·江河时代店),上城区,餐饮服务;快餐厅;麦当劳,4.6,35
复兴面王(庆春店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,35
MStand(杭州太平金融大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,35
后生仔·潮汕小馆(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,37
小饮与食·盖饭小吃·中华料理(杭州景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,39
肯德基(杭州庆丰店),西湖区,餐饮服务;快餐厅;肯德基,4.6,39
张十二非遗手工小吃(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,40
天诚小吃(大学路),上城区,餐饮服务;中餐厅;中餐厅,4.6,40
瑶姐·古法干蒸(转塘店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,40
辽阜·艳姨蒸饺东北菜,上城区,餐饮服务;中餐厅;东北菜,4.6,40
麵匠·石山,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,41
喜村烧鸽子烧烤东北菜,余杭区,餐饮服务;中餐厅;东北菜,4.6,42
旺厨东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,42
小米椒烤鱼坊(广苑小区店),临安区,餐饮服务;中餐厅;四川菜(川菜),4.6,44
萨莉亚意式餐厅(滨江天街店),滨江区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,45
椿芽·鲜牛肉杭州拌川(杭州万象城店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,46
食局东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,46
炉上牛肉档·牛肉粿条·牛腩饭·火锅(萧山嘉润公馆店),萧山区,餐饮服务;中餐厅;火锅店,4.6,47
粤蒸倌·瑶姐古法干蒸菜(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47
大俺徽地锅鸡(星荟广场店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47
南田云米·传统菊花过桥米线,西湖区,餐饮服务;快餐厅;快餐厅,4.6,47
粤蒸倌·瑶姐古法干蒸菜(钱塘高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,48
小苏哥·湘菜(杭行荟店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,48
元气考拉·湖南小炒,萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,49
喜贡·爆炒新桥三嫩(联合中心店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49
骨里香饺子居(萧清大道店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49
椿芽·鲜牛肉杭州拌川(杭州鼓楼店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50
西月楼·杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50
大苑丰炝锅鱼,滨江区,餐饮服务;中餐厅;中餐厅,4.6,50
粤蒸倌瑶姐古法干蒸菜(德胜路店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.6,50
妙手菜湘.长沙菜(杭州首店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50
大嘴巴湘菜馆·干煸小龙虾(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50
大嘴巴湘菜馆·干煸小龙虾(杭州彩虹城店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50
梦幻烤房·BURGER·BBQ,上城区,餐饮服务;快餐厅;快餐厅,4.6,50
麺屋猪一(左右世界店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,50
外婆家(杭州望江店),上城区,餐饮服务;中餐厅;浙江菜,4.6,51
川湘馆(邮电路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,51
湘小妹·湘菜馆(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,51
福锅记(铁锅炖&东北菜),滨江区,餐饮服务;中餐厅;中餐厅,4.6,51
咱家水饺(采荷店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,51
宴湖小馆,西湖区,餐饮服务;中餐厅;中餐厅,4.6,52
外屋地东北菜,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,52
东北印象餐厅(莫干山路店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;东北菜,4.6,52
小巷酒家(云水苑店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,52
萨莉亚意式餐厅(龙湖杭州金沙天街店),钱塘区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,52
渔你湘约(杭州粮贸大厦店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,53
王胜利长沙家菜馆(杭州首店),上城区,餐饮服务;中餐厅;中餐厅,4.6,54
湘绯·杭城拾佳湘菜(滨江宝龙店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,54
外婆家(杭州金沙印象城店),钱塘区,餐饮服务;中餐厅;浙江菜|餐饮服务;中餐厅;江苏菜,4.6,55
椿湘现炒下饭菜(紫荆天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,55
盖饭邦·长沙菜馆(宝港生活广场店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,55
小菜园新徽菜(杭州西湖银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,55
小菜园新徽菜(杭州拱墅万达店),拱墅区,餐饮服务;外国餐厅;韩国料理,4.6,55
大俺徽地锅鸡(拱墅宝龙店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,55
臻艾东北烧烤铁锅炖(九堡家苑店),上城区,餐饮服务;中餐厅;东北菜,4.6,55
文利小吃店(大学路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56
大俺徽柴火鸡(江和美海洋生活广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56
印象坊餐厅(金街美地店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,56
湘先生米小姐(众安广场店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,56
皖北小厨房(滨兴小区西区店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,56
正月初二·哈尔滨铁锅炖(星光国际广场店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56
表妹烧烤·东北菜铁锅炖(九堡店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56
马丫东北饭儿(印悦里丰庆店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,57
食三嫂·齐齐哈尔烤肉·烧烤东北菜(胜利河美食街店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,57
萨莉亚意式餐厅(远洋乐堤港A区店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,57
东坡文人面馆,上城区,餐饮服务;中餐厅;浙江菜,4.6,58
喜贡·爆炒川菜(保利·时光里店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,58
粤甲壹方·壹粥壹面·潮汕菜(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.6,58
湘江春·精致湘菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,58
味道野的很·湖南山里菜(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,58
老善溜肉段·非遗东北菜(新天地店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,58
依兰老味?烧烤?东北菜(九堡店),上城区,餐饮服务;中餐厅;东北菜,4.6,58
龍歌自助小火锅(上城龙湖店),上城区,餐饮服务;中餐厅;火锅店,4.6,58
印湖·老底子杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59
杭小厨·地道杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59
西湖人家·地道杭帮味(寻味杭州·南山路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59
渝满堂川菜馆(百井坊巷店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59
马丫东北饭儿(德胜总店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59
大年初一东北菜馆(禹航路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,59
赵府私厨·老杭帮菜(西湖老店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60
外婆烧.杭帮菜(西湖店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60
杭三姐妹(西湖·D11食尚城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,60
徽灶头·安徽土菜(三墩店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,60
何府茶油现炒鸡小龙虾,西湖区,餐饮服务;中餐厅;中餐厅,4.6,60
三虾客小龙虾临沂炒鸡(迎春东苑店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,60
鄰居咖啡neighborhood,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,60
大俺徽柴火鸡·地锅鸡(鑫都汇店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,61
雅轩居东北菜,钱塘区,餐饮服务;中餐厅;东北菜,4.6,61
东北特色铁锅炖(孙权路店),富阳区,餐饮服务;中餐厅;中餐厅,4.6,61
虾锅·小龙虾·烧烤(沈家路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,61
湖畔·私房菜·杭帮菜(湖滨店),上城区,餐饮服务;中餐厅;中餐厅,4.6,62
食三嫂·齐齐哈尔烤肉·烧烤东北菜(新天地店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,62
厨创东北大厨(黄龙国际中心店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,62
宽窄巷子成都串串香(邮电路杭州店),上城区,餐饮服务;中餐厅;火锅店,4.6,63
忆湘味-鲜炒·湖南菜(EFC店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,63
幸福年铁锅炖熏酱小酒馆(九堡店),上城区,餐饮服务;中餐厅;中餐厅,4.6,63
辽A迷糊小串儿·东北烧烤·东北菜(蓝钻天城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,63
荷韵西子·老底子杭帮菜(西湖音乐喷泉店),上城区,餐饮服务;中餐厅;中餐厅,4.6,64
芳达烧烤·东北菜(武林旗舰店),拱墅区,餐饮服务;中餐厅;东北菜|餐饮服务;中餐厅;特色/地方风味餐厅|住宿服务;宾馆酒店;宾馆酒店,4.6,64
串掌门烧烤东北菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,64
马丫东北饭儿(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,64
马丫东北饭儿(九堡店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,64
松花江上·东北小馆(三深国际中心店),西湖区,餐饮服务;中餐厅;综合酒楼,4.6,64
夜八两·老舅烧烤(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,64
蝴蝶里(杭州来福士店),上城区,餐饮服务;中餐厅;火锅店,4.6,65
一席地·本地鸡窝(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65
新白鹿餐厅(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65
新白鹿(杭州新塘店),上城区,餐饮服务;中餐厅;浙江菜,4.6,65
正大酒家(杭州上城区),上城区,餐饮服务;中餐厅;中餐厅,4.6,65
烤匠麻辣烤鱼(in77店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;四川菜(川菜),4.6,65
烤匠麻辣烤鱼(滨江天街店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65
蝴蝶里(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65
蝴蝶里(西溪天街店),西湖区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65
蝴蝶里(下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65
蝴蝶里(滨江宝龙广场店),滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65
蝴蝶里(丁桥店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65
小湘厨(迎春东苑店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65
二丫家东北铁锅炖大鹅(联胜路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,65
庆哥东北油边王,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65
乾堂里·杭州老八鲜(吴山广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,66
喜靓·老广排档(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,66
湘绯·锦(天目山路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,66
小渔村全湖景餐厅(湖光里店),淳安县,餐饮服务;中餐厅;中餐厅,4.6,66
垚森居东北菜?烧烤(杭州宸创大厦店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,66
哈尔滨涮肚·地摊烤肉(辣么刘萧山热榜店),萧山区,餐饮服务;中餐厅;火锅店,4.6,66
二丫家东北铁锅炖大鹅(晴川街店),西湖区,餐饮服务;中餐厅;东北菜,4.6,66
滇牛老杨潮汕鲜牛肉火锅,拱墅区,餐饮服务;中餐厅;火锅店,4.6,66
杭小馆杭帮菜私房菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,67
湘绯·杭城拾佳湘菜(三深国际店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,67
李百蟹·园林湖景蟹黄面(雷峰塔店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.6,67
東大方(杭州大厦501店),上城区,餐饮服务;中餐厅;中餐厅,4.6,68
仙鱼石缘蒸汽石锅鱼,上城区,餐饮服务;中餐厅;火锅店,4.6,68
新刘记·杭帮菜·私房菜,上城区,餐饮服务;中餐厅;中餐厅,4.6,68
東大方(杭州三维大厦店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,68
東大方(莫干山路店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68
东大方(杭州云澜谷店),西湖区,餐饮服务;中餐厅;浙江菜,4.6,68
東大方(杭州万达店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,68
東大方(杭州苏泊尔大厦店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68
東大方(杭州八方城店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,68
東大方(祥生中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68
钟华平潮汕鲜活牛肉铺,钱塘区,餐饮服务;中餐厅;中餐厅,4.6,68
湘绯(华夏之心店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,68
湘粤江南(西子国际店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68
厨创东北大厨(东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,68
辽A特色烧烤东北菜舟山东路店(辽A特色烧烤东北菜),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68
博多天一天婦羅牛排飯(杭州首店),上城区,餐饮服务;外国餐厅;日本料理,4.6,68
菲滋意式餐厅(富阳物美店),富阳区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,68
菲滋意式餐厅(萧山临浦店),萧山区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,68
杭小厨·地道杭帮菜(湖滨店),上城区,餐饮服务;中餐厅;中餐厅,4.6,69
辣得香湘菜馆(益乐路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,69
東禧张大厨老坛柠檬鱼(首尔印象店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,69
小损样烧烤(恒祺中心店),上城区,餐饮服务;中餐厅;中餐厅,4.6,69
二丫家东北铁锅炖大鹅(龙章路店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,69
东北老菜馆,上城区,餐饮服务;中餐厅;东北菜,4.6,69
王大力·活龙虾江湖菜大排档(夜宵·拱墅万达店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,69
矮子餐厅(紫晶商务城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,70
成渝老妈川菜(双菱路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,70
老弄堂菜馆(鼓楼店),上城区,餐饮服务;中餐厅;中餐厅,4.6,70
幺妹鱼庄(华丰分店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,70
盱眙杨姐龙虾馆·仓前羊肉馆(明珠街店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,70
渝签斤串串自助火锅(武林夜市店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,71
湘遇·湖南私房菜(西湖店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,71
大俺徽地锅鸡(庆春店),上城区,餐饮服务;中餐厅;中餐厅,4.6,71
比格比萨自助(杭州金沙印象城店),钱塘区,餐饮服务;快餐厅;快餐厅,4.6,71
大禹龙虾烧烤,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,71
Shake Shack(杭州嘉里中心店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,71
吴记餐厅·杭帮菜·私房菜(西湖湖滨店),上城区,餐饮服务;中餐厅;浙江菜|餐饮服务;中餐厅;特色/地方风味餐厅,4.6,72
渝少卿重庆飘香鱼正宗川菜(华夏之心店),余杭区,餐饮服务;中餐厅;四川菜(川菜),4.6,72
费大厨辣椒炒肉(奥体印象城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,72
只有板凳长·湖南山里菜,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,72
芳达烧烤(亚琪大厦店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,72
帕米尔餐厅·新疆烧烤·羊肉串(杭州华景宾馆店),上城区,餐饮服务;中餐厅;中餐厅,4.6,72
川娃子菜馆.烤鱼小龙虾(景芳店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,73
绿茶餐厅(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,73
春江酸菜鱼馆(春江西路总店),桐庐县,餐饮服务;中餐厅;四川菜(川菜),4.6,73
红星路·成都街头烤鱼·川菜·夜宵团建(钱江世纪城店),萧山区,餐饮服务;中餐厅;四川菜(川菜),4.6,73
头牌鹤岗小串(天虹店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,74
印湖杭味·创意杭帮菜(西湖店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,74
冯三孃川菜馆(湖滨直营店),上城区,餐饮服务;中餐厅;中餐厅,4.6,74
江南公社(桐庐店),桐庐县,餐饮服务;中餐厅;湖南菜(湘菜),4.6,74
厨创东北大厨(滨江宝龙店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,74
黑淀儿烧烤(奥体店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,74
天天有鹅肉·小南门龙虾,萧山区,餐饮服务;中餐厅;中餐厅,4.6,74
老头儿油爆虾·巷子里的烟火味(采荷店),上城区,餐饮服务;中餐厅;中餐厅,4.6,75
印湖饭店·传承经典杭帮菜(西湖断桥店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,75
烤匠麻辣烤鱼(亚奥万象天地店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,75
不忘湘·精致湘菜·小龙虾(闻堰老街店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,75
大俺徽柴火鸡·地锅鸡(加州阳光店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,75
金玉东北烧烤·东北菜,余杭区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,75
郭淑芬鲜切牛肉自助老火锅(延安路店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,75
达美乐比萨(惠兴路店),上城区,餐饮服务;快餐厅;快餐厅,4.6,75
达美乐比萨(鸿泰路店),上城区,餐饮服务;快餐厅;快餐厅,4.6,75
达美乐比萨(山阴路店),萧山区,餐饮服务;快餐厅;快餐厅,4.6,75
达美乐比萨(仓前万达广场店),余杭区,餐饮服务;快餐厅;快餐厅,4.6,75
达美乐比萨(滨文路店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,75
达美乐比萨(利一路店),萧山区,餐饮服务;快餐厅;快餐厅,4.6,75
谢大牛馆·中式卤牛排(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,76
辛香汇·四川饭馆(工联CC店),上城区,餐饮服务;中餐厅;中餐厅,4.6,76
齐庆·美蛙鱼头火锅(滨江宝龙店),滨江区,餐饮服务;中餐厅;火锅店,4.6,76
付小姐在成都(杭州总店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,76
和为贵·路哥东北烧烤,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,76
蟹满皇·蟹黄面(西湖湖滨店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,76
活虾堂龙虾(文一西路店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,76
活虾堂·羊肉煲小龙虾烧烤(高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,76
潇阳居·寻味广粤(东站东广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,77
彭兜兜鲜货烧烤·小龙虾湘菜大排档(未来科技城店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,77
厨创东北大厨(湖滨In77 C区店),上城区,餐饮服务;中餐厅;中餐厅,4.6,77
豪客来牛排(杭州文三颐高数码城餐厅),西湖区,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;外国餐厅;牛扒店(扒房),4.6,77
串小二鲜货烧烤.龙虾风暴,萧山区,餐饮服务;中餐厅;中餐厅,4.6,77
费大厨辣椒炒肉(龙湖杭州上城天街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,78
整点东北菜儿,萧山区,餐饮服务;中餐厅;东北菜,4.6,78
不万能先生·市井牛肉火锅(武林总店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,78
张大厨老坛柠檬鱼,上城区,餐饮服务;中餐厅;中餐厅,4.6,79
忆浙西·浙西农家菜(龙岗店),临安区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,79
红星路·成都烤鱼(万达步行街店),拱墅区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,80
新太二·鲜料川菜(杭州大悦城分店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,80
壹只鸡煲馆(杭州首店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,80
侯师傅热炒店(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,80
碧湖小馆(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,80
马丫东北饭儿(浙商财富中心店),西湖区,餐饮服务;中餐厅;东北菜,4.6,80
马丫东北饭儿(临平店),临平区,餐饮服务;中餐厅;中餐厅,4.6,80
蘭记牛府贵州黄牛肉火锅(中山中路店),上城区,餐饮服务;中餐厅;火锅店,4.6,80
一个串说(万泰城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,80
赶海去·海鲜烧烤小酒馆·团建·露营(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,80
戒指龙虾.小龙虾.烧烤(下沙一店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,80
