排名,name,adname,type,rating,cost,性价比
241,李白图书馆餐厅?杭帮菜名店(九堡店),上城区,餐饮服务;中餐厅;中餐厅,4.7,91,1.0394
242,三登客江鲜(永福店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.7,91,1.0394
243,六丁火烤肉(杭州首店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,92,1.0369
244,大宅院(西溪路),西湖区,餐饮服务;中餐厅;中餐厅,4.7,92,1.0369
245,新周记·巷子里的江南味(庆春店),上城区,餐饮服务;中餐厅;浙江菜,4.7,93,1.0345
246,重庆正宗万州烤鱼(萧山006成智店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,93,1.0345
247,COMMUNE幻师(远洋乐堤港B区店),拱墅区,体育休闲服务;娱乐场所;酒吧|餐饮服务;外国餐厅;西餐厅(综合风味),4.7,93,1.0345
248,COMMUNE幻师(EFC欧美广场店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.7,93,1.0345
249,幸福小串·地摊小炉子(钱江世纪公园店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,94,1.0321
250,英子小海鲜(下沙新视界未来中心店),钱塘区,餐饮服务;中餐厅;海鲜酒楼,4.7,94,1.0321
251,爱人再见小酒馆(奥体店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.7,95,1.0297
252,绿茶餐厅(灵隐路店·品牌旗舰店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,95,1.0297
253,晚酒·阿英川菜馆(上塘路三店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.7,95,1.0297
254,馬鸿興·川小馆(杭州中心店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.7,95,1.0297
255,潮中人潮汕大排档,上城区,餐饮服务;中餐厅;中餐厅,4.7,95,1.0297
256,陆幺陆家常菜古墩路店,西湖区,餐饮服务;中餐厅;中餐厅,4.7,95,1.0297
257,破店肥哈·海鲜·烧烤(杭州滨江店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,95,1.0297
258,马路边边火锅串串香(杭州总店),上城区,餐饮服务;中餐厅;火锅店,4.7,96,1.0274
259,LuLuoBo绿萝卜(中山北路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,96,1.0274
260,印象临安(城东店),临安区,餐饮服务;中餐厅;中餐厅|商务住宅;商务住宅相关;商务住宅相关,4.7,97,1.0251
261,新周记·巷子里的江南味(鼓楼店),上城区,餐饮服务;中餐厅;中餐厅,4.7,98,1.0228
262,三两好友深夜食堂·焗海鲜·烤乳猪·脆皮烤鸡(西溪八方城店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,98,1.0228
263,猪笼城寨·鲜货烧烤龙虾·怀旧包厢·大排档(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,98,1.0228
264,马大虾小龙虾·盆盆蟹·杭城地标十星大排档,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,98,1.0228
265,MAMA精致川菜(保利天汇店),滨江区,餐饮服务;中餐厅;四川菜(川菜),4.7,99,1.0206
266,山河屯铁锅炖·东北菜(杭州一店),上城区,餐饮服务;中餐厅;东北菜,4.7,99,1.0206
267,大川日本料理·深夜居酒屋(解放路店),上城区,餐饮服务;外国餐厅;日本料理,4.7,99,1.0206
268,大川日本料理·深夜居酒屋(火车东站店),上城区,餐饮服务;外国餐厅;日本料理,4.7,99,1.0206
269,小林刺身(朝晖店),拱墅区,餐饮服务;外国餐厅;日本料理|生活服务;生活服务场所;生活服务场所,4.7,99,1.0206
270,天香楼(延安路店),拱墅区,餐饮服务;中餐厅;综合酒楼,4.7,100,1.0184
271,马灯部落-杭帮创意菜(杭州西湖虎跑店),西湖区,餐饮服务;中餐厅;浙江菜,4.7,100,1.0184
272,川塘风乐山冷锅鱼美蛙鱼头,西湖区,餐饮服务;中餐厅;中餐厅,4.7,100,1.0184
273,那些年·花园西餐·窑炉披萨(新天地店),临平区,餐饮服务;咖啡厅;咖啡厅,4.7,100,1.0184
274,喀摩尔土耳其餐厅,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,100,1.0184
275,武林虾客·小龙虾·江南生腌(凤起路店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.7,100,1.0184
276,晓麟家奶茶(采荷店),上城区,餐饮服务;冷饮店;冷饮店,4.6,8,2.0936
277,晓麟奶茶(近江家园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,11,1.8512
278,瑞幸咖啡(501城市广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,13,1.743
279,王老笨·东北过桥米线(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,20,1.5109
280,麦当劳(中南国际商城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,22,1.4671
281,布蕾克喝茶工坊(近江五园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,23,1.4474
282,麦当劳(杭州凤起路餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.6,23,1.4474
283,正宗淮南牛肉汤,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,23,1.4474
284,肯德基(朝晖店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,25,1.4119
285,骑点咖啡 Ride Cafe,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,26,1.3957
286,麦当劳(江南明新DT店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
287,麦当劳(加州阳光·开元广场店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
288,麦当劳(杭州大厦501城市广场店),上城区,餐饮服务;快餐厅;麦当劳,4.6,27,1.3805
289,王阿盖手工小吃(庆春银泰店),上城区,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,4.6,27,1.3805
290,chofo出伏咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,27,1.3805
291,肯德基(杭州和平饭店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,27,1.3805
292,素新风·食养自助餐厅(杭州·501广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
293,复兴面王(杭州莲荷里店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
294,费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
295,费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
296,费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
297,东北蒸饺菜馆(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,28,1.3661
298,Section沙县咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,28,1.3661
299,银记肠粉(新华路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,28,1.3661
300,麦当劳(星耀城二期城市生活广场店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
301,麦当劳(西湖银泰百货店),上城区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
302,麦当劳(杭州滨江中南乐游城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
303,麦当劳(大华·星河商务大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
304,麦当劳(智谷国际人才大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
305,星巴克(杭州来福士广场店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
306,星巴克(杭州UDC店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
307,星巴克(滨江城市之星店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
308,星巴克(杭州东杭大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
309,Any.Shell Coffee胡安咖啡(近江南路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,30,1.3396
310,星巴克(杭州大厦501城市广场B1店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
311,星巴克(新传媒大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
312,星巴克(杭州五福天虹购物中心店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
313,麦当劳(科技广场店),西湖区,餐饮服务;快餐厅;麦当劳,4.6,30,1.3396
314,星巴克(杭州嘉华店),西湖区,餐饮服务;咖啡厅;星巴克咖啡|餐饮服务;快餐厅;快餐厅,4.6,30,1.3396
315,马姥姥东北砂锅,滨江区,餐饮服务;中餐厅;中餐厅,4.6,31,1.3273
316,素满香·全民食养自助(滨江天街店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,31,1.3273
317,望江门227号龙虾馆,上城区,餐饮服务;中餐厅;中餐厅,4.6,32,1.3156
318,阿嬷手作(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.6,34,1.2938
319,麦当劳(中豪·江河时代店),上城区,餐饮服务;快餐厅;麦当劳,4.6,35,1.2837
320,复兴面王(庆春店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,35,1.2837
321,MStand(杭州太平金融大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,35,1.2837
322,后生仔·潮汕小馆(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,37,1.2646
323,小饮与食·盖饭小吃·中华料理(杭州景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,39,1.247
324,肯德基(杭州庆丰店),西湖区,餐饮服务;快餐厅;肯德基,4.6,39,1.247
325,张十二非遗手工小吃(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
326,天诚小吃(大学路),上城区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
327,瑶姐·古法干蒸(转塘店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
328,辽阜·艳姨蒸饺东北菜,上城区,餐饮服务;中餐厅;东北菜,4.6,40,1.2387
329,麵匠·石山,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,41,1.2307
330,喜村烧鸽子烧烤东北菜,余杭区,餐饮服务;中餐厅;东北菜,4.6,42,1.223
331,旺厨东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,42,1.223
332,小米椒烤鱼坊(广苑小区店),临安区,餐饮服务;中餐厅;四川菜(川菜),4.6,44,1.2084
333,萨莉亚意式餐厅(滨江天街店),滨江区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,45,1.2015
334,椿芽·鲜牛肉杭州拌川(杭州万象城店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,46,1.1948
335,食局东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,46,1.1948
336,炉上牛肉档·牛肉粿条·牛腩饭·火锅(萧山嘉润公馆店),萧山区,餐饮服务;中餐厅;火锅店,4.6,47,1.1883
337,粤蒸倌·瑶姐古法干蒸菜(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1883
338,大俺徽地锅鸡(星荟广场店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1883
339,南田云米·传统菊花过桥米线,西湖区,餐饮服务;快餐厅;快餐厅,4.6,47,1.1883
340,粤蒸倌·瑶姐古法干蒸菜(钱塘高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,48,1.182
341,小苏哥·湘菜(杭行荟店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,48,1.182
342,元气考拉·湖南小炒,萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,49,1.1759
343,喜贡·爆炒新桥三嫩(联合中心店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49,1.1759
344,骨里香饺子居(萧清大道店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49,1.1759
345,椿芽·鲜牛肉杭州拌川(杭州鼓楼店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50,1.1699
346,西月楼·杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50,1.1699
347,大苑丰炝锅鱼,滨江区,餐饮服务;中餐厅;中餐厅,4.6,50,1.1699
348,粤蒸倌瑶姐古法干蒸菜(德胜路店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.6,50,1.1699
349,妙手菜湘.长沙菜(杭州首店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
350,大嘴巴湘菜馆·干煸小龙虾(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
351,大嘴巴湘菜馆·干煸小龙虾(杭州彩虹城店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
352,梦幻烤房·BURGER·BBQ,上城区,餐饮服务;快餐厅;快餐厅,4.6,50,1.1699
353,麺屋猪一(左右世界店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,50,1.1699
354,外婆家(杭州望江店),上城区,餐饮服务;中餐厅;浙江菜,4.6,51,1.1642
355,川湘馆(邮电路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,51,1.1642
356,湘小妹·湘菜馆(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,51,1.1642
357,福锅记(铁锅炖&东北菜),滨江区,餐饮服务;中餐厅;中餐厅,4.6,51,1.1642
358,咱家水饺(采荷店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,51,1.1642
359,宴湖小馆,西湖区,餐饮服务;中餐厅;中餐厅,4.6,52,1.1586
360,外屋地东北菜,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,52,1.1586
361,东北印象餐厅(莫干山路店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;东北菜,4.6,52,1.1586
362,小巷酒家(云水苑店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,52,1.1586
363,萨莉亚意式餐厅(龙湖杭州金沙天街店),钱塘区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,52,1.1586
364,渔你湘约(杭州粮贸大厦店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,53,1.1532
365,王胜利长沙家菜馆(杭州首店),上城区,餐饮服务;中餐厅;中餐厅,4.6,54,1.1479
366,湘绯·杭城拾佳湘菜(滨江宝龙店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,54,1.1479
367,外婆家(杭州金沙印象城店),钱塘区,餐饮服务;中餐厅;浙江菜|餐饮服务;中餐厅;江苏菜,4.6,55,1.1428
368,椿湘现炒下饭菜(紫荆天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,55,1.1428
369,盖饭邦·长沙菜馆(宝港生活广场店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1428
370,小菜园新徽菜(杭州西湖银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1428
371,小菜园新徽菜(杭州拱墅万达店),拱墅区,餐饮服务;外国餐厅;韩国料理,4.6,55,1.1428
372,大俺徽地锅鸡(拱墅宝龙店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1428
373,臻艾东北烧烤铁锅炖(九堡家苑店),上城区,餐饮服务;中餐厅;东北菜,4.6,55,1.1428
374,文利小吃店(大学路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
375,大俺徽柴火鸡(江和美海洋生活广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
376,印象坊餐厅(金街美地店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
377,湘先生米小姐(众安广场店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,56,1.1378
378,皖北小厨房(滨兴小区西区店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
379,正月初二·哈尔滨铁锅炖(星光国际广场店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56,1.1378
380,表妹烧烤·东北菜铁锅炖(九堡店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56,1.1378
381,马丫东北饭儿(印悦里丰庆店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,57,1.1329
382,食三嫂·齐齐哈尔烤肉·烧烤东北菜(胜利河美食街店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,57,1.1329
383,萨莉亚意式餐厅(远洋乐堤港A区店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,57,1.1329
384,东坡文人面馆,上城区,餐饮服务;中餐厅;浙江菜,4.6,58,1.1281
385,喜贡·爆炒川菜(保利·时光里店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,58,1.1281
386,粤甲壹方·壹粥壹面·潮汕菜(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
387,湘江春·精致湘菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
388,味道野的很·湖南山里菜(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
389,老善溜肉段·非遗东北菜(新天地店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,58,1.1281
390,依兰老味?烧烤?东北菜(九堡店),上城区,餐饮服务;中餐厅;东北菜,4.6,58,1.1281
391,龍歌自助小火锅(上城龙湖店),上城区,餐饮服务;中餐厅;火锅店,4.6,58,1.1281
392,印湖·老底子杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
393,杭小厨·地道杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
394,西湖人家·地道杭帮味(寻味杭州·南山路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
395,渝满堂川菜馆(百井坊巷店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
396,马丫东北饭儿(德胜总店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
397,大年初一东北菜馆(禹航路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
398,赵府私厨·老杭帮菜(西湖老店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60,1.119
399,外婆烧.杭帮菜(西湖店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60,1.119
400,杭三姐妹(西湖·D11食尚城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,60,1.119
401,徽灶头·安徽土菜(三墩店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,60,1.119
402,何府茶油现炒鸡小龙虾,西湖区,餐饮服务;中餐厅;中餐厅,4.6,60,1.119
403,三虾客小龙虾临沂炒鸡(迎春东苑店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,60,1.119
404,鄰居咖啡neighborhood,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,60,1.119
405,大俺徽柴火鸡·地锅鸡(鑫都汇店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
406,雅轩居东北菜,钱塘区,餐饮服务;中餐厅;东北菜,4.6,61,1.1146
407,东北特色铁锅炖(孙权路店),富阳区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
408,虾锅·小龙虾·烧烤(沈家路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
409,湖畔·私房菜·杭帮菜(湖滨店),上城区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
410,食三嫂·齐齐哈尔烤肉·烧烤东北菜(新天地店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
411,厨创东北大厨(黄龙国际中心店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
412,宽窄巷子成都串串香(邮电路杭州店),上城区,餐饮服务;中餐厅;火锅店,4.6,63,1.1061
413,忆湘味-鲜炒·湖南菜(EFC店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,63,1.1061
414,幸福年铁锅炖熏酱小酒馆(九堡店),上城区,餐饮服务;中餐厅;中餐厅,4.6,63,1.1061
415,辽A迷糊小串儿·东北烧烤·东北菜(蓝钻天城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,63,1.1061
416,荷韵西子·老底子杭帮菜(西湖音乐喷泉店),上城区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
417,芳达烧烤·东北菜(武林旗舰店),拱墅区,餐饮服务;中餐厅;东北菜|餐饮服务;中餐厅;特色/地方风味餐厅|住宿服务;宾馆酒店;宾馆酒店,4.6,64,1.102
418,串掌门烧烤东北菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
419,马丫东北饭儿(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
420,马丫东北饭儿(九堡店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,64,1.102
421,松花江上·东北小馆(三深国际中心店),西湖区,餐饮服务;中餐厅;综合酒楼,4.6,64,1.102
422,夜八两·老舅烧烤(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
423,蝴蝶里(杭州来福士店),上城区,餐饮服务;中餐厅;火锅店,4.6,65,1.0979
424,一席地·本地鸡窝(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
425,新白鹿餐厅(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
426,新白鹿(杭州新塘店),上城区,餐饮服务;中餐厅;浙江菜,4.6,65,1.0979
427,正大酒家(杭州上城区),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
428,烤匠麻辣烤鱼(in77店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;四川菜(川菜),4.6,65,1.0979
429,烤匠麻辣烤鱼(滨江天街店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65,1.0979
430,蝴蝶里(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
431,蝴蝶里(西溪天街店),西湖区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
432,蝴蝶里(下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
433,蝴蝶里(滨江宝龙广场店),滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
434,蝴蝶里(丁桥店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
435,小湘厨(迎春东苑店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
436,二丫家东北铁锅炖大鹅(联胜路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
437,庆哥东北油边王,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65,1.0979
438,乾堂里·杭州老八鲜(吴山广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
439,喜靓·老广排档(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
440,湘绯·锦(天目山路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,66,1.094
441,小渔村全湖景餐厅(湖光里店),淳安县,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
442,垚森居东北菜?烧烤(杭州宸创大厦店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,66,1.094
443,哈尔滨涮肚·地摊烤肉(辣么刘萧山热榜店),萧山区,餐饮服务;中餐厅;火锅店,4.6,66,1.094
444,二丫家东北铁锅炖大鹅(晴川街店),西湖区,餐饮服务;中餐厅;东北菜,4.6,66,1.094
445,滇牛老杨潮汕鲜牛肉火锅,拱墅区,餐饮服务;中餐厅;火锅店,4.6,66,1.094
446,杭小馆杭帮菜私房菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,67,1.0902
447,湘绯·杭城拾佳湘菜(三深国际店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,67,1.0902
448,李百蟹·园林湖景蟹黄面(雷峰塔店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.6,67,1.0902
449,東大方(杭州大厦501店),上城区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
450,仙鱼石缘蒸汽石锅鱼,上城区,餐饮服务;中餐厅;火锅店,4.6,68,1.0864
451,新刘记·杭帮菜·私房菜,上城区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
452,東大方(杭州三维大厦店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
453,東大方(莫干山路店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
454,东大方(杭州云澜谷店),西湖区,餐饮服务;中餐厅;浙江菜,4.6,68,1.0864
455,東大方(杭州万达店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
456,東大方(杭州苏泊尔大厦店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
457,東大方(杭州八方城店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
458,東大方(祥生中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
459,钟华平潮汕鲜活牛肉铺,钱塘区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
460,湘绯(华夏之心店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,68,1.0864
461,湘粤江南(西子国际店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
462,厨创东北大厨(东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
463,辽A特色烧烤东北菜舟山东路店(辽A特色烧烤东北菜),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
464,博多天一天婦羅牛排飯(杭州首店),上城区,餐饮服务;外国餐厅;日本料理,4.6,68,1.0864
465,菲滋意式餐厅(富阳物美店),富阳区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,68,1.0864
466,菲滋意式餐厅(萧山临浦店),萧山区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,68,1.0864
467,杭小厨·地道杭帮菜(湖滨店),上城区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827
468,辣得香湘菜馆(益乐路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,69,1.0827
469,東禧张大厨老坛柠檬鱼(首尔印象店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827
470,小损样烧烤(恒祺中心店),上城区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827
471,二丫家东北铁锅炖大鹅(龙章路店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827
472,东北老菜馆,上城区,餐饮服务;中餐厅;东北菜,4.6,69,1.0827
473,王大力·活龙虾江湖菜大排档(夜宵·拱墅万达店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827
474,矮子餐厅(紫晶商务城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,70,1.0791
475,成渝老妈川菜(双菱路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,70,1.0791
476,老弄堂菜馆(鼓楼店),上城区,餐饮服务;中餐厅;中餐厅,4.6,70,1.0791
477,幺妹鱼庄(华丰分店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,70,1.0791
478,盱眙杨姐龙虾馆·仓前羊肉馆(明珠街店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,70,1.0791
479,渝签斤串串自助火锅(武林夜市店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,71,1.0756
480,湘遇·湖南私房菜(西湖店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,71,1.0756
481,大俺徽地锅鸡(庆春店),上城区,餐饮服务;中餐厅;中餐厅,4.6,71,1.0756
