name,adname,type,rating,cost,性价比,cluster,餐厅类型
喜禄顺德小馆(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,130,0.9435515518743246,1,大众品质型
8+1广式大排档·海肠捞饭·夜宵食堂,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,109,0.9998978049571461,1,大众品质型
粤潮醉虾打边炉,西湖区,餐饮服务;中餐厅;中餐厅,4.6,155,0.9109170624659936,1,大众品质型
淳安县潮汕牛肉馆,淳安县,餐饮服务;中餐厅;中餐厅,4.5,91,0.9951814250759906,1,大众品质型
珍之宝御品(永盛大厦店),萧山区,餐饮服务;中餐厅;广东菜(粤菜),4.7,210,0.8781996612730315,1,大众品质型
粤见粤发(拱墅店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.7,104,1.0098925745770306,1,大众品质型
王翁记石锅翅·乳鸽专门店,上城区,餐饮服务;快餐厅;快餐厅,4.6,85,1.0326990003381638,1,大众品质型
粤甲壹方·壹粥壹面·潮汕菜(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281318843252197,1,大众品质型
邦小宝潮汕美食馆,余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.4,67,1.0427756760824212,1,大众品质型
蝴蝶里(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979424996187397,1,大众品质型
粤顺餐厅(EFC LIVE欧美广场店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,124,0.9734247308100584,1,大众品质型
潮马夜档,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,101,0.994600441063666,1,大众品质型
咸鱼仔饮食店,滨江区,餐饮服务;中餐厅;中餐厅,4.7,40,1.2656277879026379,1,大众品质型
广东脆皮鸡煲(滨盛路店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,84,1.057926838874359,1,大众品质型
潮中人潮汕大排档,上城区,餐饮服务;中餐厅;中餐厅,4.7,95,1.0297198642263399,1,大众品质型
文兴酒家(博地中心店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,253,0.8307246371956474,1,大众品质型
潮中人潮州菜(蓝海时代国际大厦写字楼店),西湖区,餐饮服务;中餐厅;潮州菜,4.7,150,0.9367625790997657,1,大众品质型
安和隐世·拾璞,滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,538,0.7313526260671914,2,高消费高品质型
东富酒家(杭州大厦购物城D座店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,350,0.7848776298275761,2,高消费高品质型
喜禄(杭州中心店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,131,0.9420820407892824,1,大众品质型
喜靓·老广排档(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,66,1.094015762005046,1,大众品质型
粤顺·顺德菜(迪凯?城星国际店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.7,117,0.9851835470105966,1,大众品质型
潮中人潮州菜(古墩路店),西湖区,餐饮服务;中餐厅;潮州菜,4.6,120,0.9591745002757665,1,大众品质型
容桂婆·顺德排档(杭州首店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,98,1.0010620288533425,1,大众品质型
潮汕叶记鲜牛肉火锅(华星时代广场店),西湖区,餐饮服务;中餐厅;火锅店,4.6,90,1.0197613100905423,1,大众品质型
東家猪杂粥覓味馆·干蒸菜(杭州萧杭人家店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,56,1.1624883506652415,1,大众品质型
潮味鲜·鱼生虾生(黄姑山路店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,97,1.0032786538616378,1,大众品质型
壹只鸡煲馆(杭州首店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,80,1.046775110620863,1,大众品质型
钟华平潮汕鲜活牛肉铺,钱塘区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864157514709336,1,大众品质型
粤蒸倌瑶姐古法干蒸菜(德胜路店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.6,50,1.1699399794625944,1,大众品质型
汕心·潮汕甜汤(杭州湖滨in77店),上城区,餐饮服务;甜品店;甜品店,4.3,25,1.3197890086495798,0,平价高性价比型
蝴蝶里(西溪天街店),西湖区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979424996187397,1,大众品质型
和家轩顺德菜(朝晖店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,97,1.0032786538616378,1,大众品质型
钜丰源·粤宫1998,上城区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;广东菜(粤菜)|公司企业;公司;公司,4.7,277,0.8351663882570275,2,高消费高品质型
瑶姐·古法干蒸(转塘店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2386995370961986,1,大众品质型
观言·鎏金(杭州湖滨in77A区北区店),上城区,餐饮服务;中餐厅;潮州菜,4.6,554,0.7279669587179985,2,高消费高品质型
味象餐厅,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,254,0.830135575128738,1,大众品质型
蝴蝶里(下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979424996187397,1,大众品质型
庖云府·浙粤荟,西湖区,餐饮服务;中餐厅;中餐厅,4.6,225,0.8486247207365243,1,大众品质型
潮东东(九鼎·名仕顿商务楼店),拱墅区,餐饮服务;中餐厅;潮州菜,4.7,135,0.9567128384382347,1,大众品质型
湖心居.潮宴,钱塘区,餐饮服务;中餐厅;中餐厅,4.7,298,0.8244972412215964,2,高消费高品质型
蝴蝶里(滨江宝龙广场店),滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979424996187397,1,大众品质型
禧粤鱼捞·斑鱼海鲜粥火锅(萧山万象汇店),萧山区,餐饮服务;中餐厅;火锅店,4.6,118,0.9625195931074574,1,大众品质型
小笨鸡潮汕煲店(杭州首店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,93,1.012481078258731,1,大众品质型
粤蒸倌·瑶姐古法干蒸菜(钱塘高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,48,1.1819661874504266,1,大众品质型
蔡澜港式点心(杭州嘉里中心店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.4,78,1.0069922215722815,1,大众品质型
潮中人潮汕夜档,西湖区,餐饮服务;中餐厅;中餐厅,4.6,110,0.9767428604063707,1,大众品质型
彩丰楼中餐厅(杭州奥克斯中心皇冠假日酒店店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,225,0.8486247207365243,1,大众品质型
东富酒家(黄龙店),西湖区,餐饮服务;中餐厅;中餐厅,4.5,489,0.7264619791371933,2,高消费高品质型
禧粤鱼捞·斑鱼海鲜粥火锅(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;火锅店,4.6,120,0.9591745002757665,1,大众品质型
粤蒸倌·瑶姐古法干蒸菜(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1882617273137122,1,大众品质型
云端37号·顶层江景餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.6,784,0.6901017502118093,2,高消费高品质型
印象坊餐厅(金街美地店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1377545559702362,1,大众品质型
星平鸡饭·粤菜小炒(杭州东站万象汇店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.5,59,1.0990770150418754,1,大众品质型
酉今·台粤小食堂(RESIMPLE萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.5,35,1.2557489097403063,0,平价高性价比型
有牛在鲜潮汕牛肉火锅(城北招商花园城店),临平区,餐饮服务;中餐厅;火锅店,4.5,80,1.024019129955192,1,大众品质型
喜禄顺德菜(西湖天地店),上城区,餐饮服务;中餐厅;中餐厅,4.5,111,0.9536931390141199,1,大众品质型
钱江新城万豪酒店中餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.6,165,0.8998456550458342,1,大众品质型
喜禄顺德小馆(金沙天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.5,118,0.9415952541268605,1,大众品质型
蝴蝶里(丁桥店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979424996187397,1,大众品质型
星平鸡饭·粤菜小炒(来福士店),上城区,餐饮服务;中餐厅;中餐厅,4.5,58,1.1036072781442368,1,大众品质型
吉妈.新派广府食集·广式鸡煲,滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.3,69,1.0121230588752632,1,大众品质型
喜禄顺德小馆(来福士店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.4,99,0.955447860187154,1,大众品质型
糊妞靓姐顺德干蒸菜(美塘店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.5,49,1.1502999838589916,1,大众品质型
潇阳居·寻味广粤(东站东广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,77,1.0558428811721325,1,大众品质型
顺德干蒸菜砂锅粥,萧山区,餐饮服务;中餐厅;中餐厅,4.5,38,1.2283128918422883,1,大众品质型
湘香蒸菜馆(湘湖路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.9,83,1.1058909050988452,1,大众品质型
费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0,平价高性价比型
宴三衢·初味·衢州菜(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,82,1.063627412065356,1,大众品质型
侯师傅热炒店(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,80,1.046775110620863,1,大众品质型
湘之荷·品质湘菜,拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,118,0.9834439320880544,1,大众品质型
老六小炒肉(滨江银泰店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,65,1.121810814827843,1,大众品质型
吃饭皇帝大·土家民族菜(龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,80,1.069531091286534,1,大众品质型
巷子里湘菜馆(八年湘守),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,45,1.227589505851854,1,大众品质型
湘遇·湖南私房菜(西湖店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,71,1.0756041907377925,1,大众品质型
岳阳楼(滨兴小区店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,62,1.1585430638845202,1,大众品质型
湘之荷·湖南会馆,西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,325,0.8121795999240595,2,高消费高品质型
彭兜兜鲜货烧烤·小龙虾湘菜大排档(未来科技城店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,77,1.0558428811721325,1,大众品质型
吃饭皇帝大·土家民族菜(城西银泰城店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,80,1.069531091286534,1,大众品质型
湘约屋坎上·土家民族菜·不改湘西味(三花国际总店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,57,1.157509165328124,1,大众品质型
兰湘子·湘菜小炒(杭州工联CC店),上城区,餐饮服务;中餐厅;中餐厅,4.4,47,1.1365981739522466,1,大众品质型
湘绯·锦(天目山路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,66,1.094015762005046,1,大众品质型
吃饭皇帝大·土家民族菜(龙湖下沙天街店),钱塘区,餐饮服务;中餐厅;中餐厅,4.7,80,1.069531091286534,1,大众品质型
费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0,平价高性价比型
辣得香湘菜馆(益乐路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,69,1.0827362955409794,1,大众品质型
渔湘记本地特色鱼头馆,淳安县,餐饮服务;中餐厅;中餐厅,4.6,99,0.998877308377479,1,大众品质型
吃饭皇帝大·土家民族菜(西溪印象城A座店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,80,1.069531091286534,1,大众品质型
费大厨辣椒炒肉(龙湖杭州上城天街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,78,1.0527645952801123,1,大众品质型
小渔村全湖景餐厅(湖光里店),淳安县,餐饮服务;中餐厅;中餐厅,4.6,66,1.094015762005046,1,大众品质型
小湘厨(迎春东苑店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979424996187397,1,大众品质型
妙手菜湘.长沙菜(杭州首店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699399794625944,1,大众品质型
吃饭皇帝大·土家民族菜(印力汇德隆杭州奥体印象城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜)|餐饮服务;冷饮店;冷饮店,4.7,84,1.057926838874359,1,大众品质型
费大厨辣椒炒肉(西溪天街店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,77,1.0787959872845703,1,大众品质型
小湘村湘菜(滨兴小区东区店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1953734572769987,1,大众品质型
湘绯·杭城拾佳湘菜(阿里店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,68,1.0391802840156756,1,大众品质型
忆湘味-鲜炒·湖南菜(EFC店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,63,1.106066198014872,1,大众品质型
巡湘记?乡野湖南菜(杭州湖滨in77店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,70,1.0556739257472476,1,大众品质型
陆幺陆家常菜古墩路店,西湖区,餐饮服务;中餐厅;中餐厅,4.7,95,1.0297198642263399,1,大众品质型
费大厨辣椒炒肉(奥体印象城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,72,1.0721462498591425,1,大众品质型
江南公社(桐庐店),桐庐县,餐饮服务;中餐厅;湖南菜(湘菜),4.6,74,1.065434317138697,1,大众品质型
川湘馆(邮电路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,51,1.1641903986756574,1,大众品质型
湘江春·精致湘菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281318843252197,1,大众品质型
湘先生米小姐(EFC LIVE欧美广场店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,47,1.1624299506329794,1,大众品质型
碧湖小馆(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,80,1.046775110620863,1,大众品质型
费大厨辣椒炒肉(金沙天街店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,91,1.017296567855457,1,大众品质型
大嘴巴湘菜馆·干煸小龙虾(奥体店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1953734572769987,1,大众品质型
湘辣湘食·湘菜馆(市心北路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,68,1.1100334851985627,1,大众品质型
湘先生米小姐湖南小炒(古墩路印象城店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,50,1.1445065016481901,1,大众品质型
湘绯·杭城拾佳湘菜(三深国际店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,67,1.0901745704498038,1,大众品质型
费大厨辣椒炒肉(杭州大悦城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.5,59,1.0990770150418754,1,大众品质型
小苏哥·湘菜(杭行荟店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,48,1.1819661874504266,1,大众品质型
洞庭3000里·乡野湖南菜(杭州中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,86,1.0300256695352283,1,大众品质型
兰湘子·湘菜小炒(杭州国大店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,37,1.1821025842927224,0,平价高性价比型
湘先生米小姐(众安广场店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,56,1.1377545559702362,1,大众品质型
椿湘现炒下饭菜(紫荆天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,55,1.1427572926329579,1,大众品质型
湘绯·杭城拾佳湘菜(滨江宝龙店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,54,1.1478955672943743,1,大众品质型
味道野的很·湖南山里菜(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281318843252197,1,大众品质型
蛙来哒(萧山银泰店),萧山区,餐饮服务;中餐厅;中餐厅,4.5,72,1.0488387226882916,1,大众品质型
湘先生米小姐(EAC世贸丽晶城店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,55,1.117914742793111,1,大众品质型
湘小妹·湘菜馆(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,51,1.1641903986756574,1,大众品质型
兰湘子·湘菜小炒(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,54,1.097987064368532,1,大众品质型
聚缘私房菜(千岛湖高铁站店),淳安县,餐饮服务;中餐厅;湖南菜(湘菜),4.4,55,1.0930721929532643,1,大众品质型
鹊拾湘·金奖现炒黄牛肉(国芳天街店),上城区,餐饮服务;中餐厅;中餐厅,4.5,64,1.0780025208615835,1,大众品质型
湘先生米小姐(金沙印象城店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,59,1.0990770150418754,1,大众品质型
巡湘记?乡野湖南菜(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,70,1.0556739257472476,1,大众品质型
兰湘子·湘菜小炒(杭州萧山银泰店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,44,1.182137899562384,1,大众品质型
东厢记乌猪小炒肉,上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,72,1.0488387226882916,1,大众品质型
举炊·寻湘记·湖南菜(东站汇和城店),上城区,餐饮服务;中餐厅;中餐厅,4.5,65,1.0740741844096369,1,大众品质型
盖饭邦·长沙菜馆(宝港生活广场店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1427572926329579,1,大众品质型
湘先生米小姐(滨江宝龙店),滨江区,餐饮服务;中餐厅;中餐厅,4.5,56,1.1130207612752312,1,大众品质型
湘绯(华夏之心店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,68,1.0864157514709336,1,大众品质型
兰湘子·湘菜小炒(杭州西溪龙湖天街店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,34,1.2375722218760048,0,平价高性价比型
大嘴巴湘菜馆·干煸小龙虾(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699399794625944,1,大众品质型
巡湘记?乡野湖南菜(杭州奥体印象城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,70,1.0556739257472476,1,大众品质型
元气考拉·湖南小炒(滨江宝龙城店),滨江区,餐饮服务;中餐厅;中餐厅,4.4,37,1.2095933420669718,0,平价高性价比型
大米先生(西湖银泰百货店),上城区,餐饮服务;快餐厅;快餐厅,4.2,27,1.260426839701735,0,平价高性价比型
兰湘子·湘菜小炒(杭州下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,41,1.1772041002438376,0,平价高性价比型
湘粤江南(西子国际店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864157514709336,1,大众品质型
举炊·寻湘记·湖南菜(西子丁兰广场店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,58,1.1036072781442368,1,大众品质型
湘先生米小姐(亲橙里购物中心店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,52,1.1334179193826484,1,大众品质型
只有板凳长·湖南山里菜,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,72,1.0721462498591425,1,大众品质型
蛙小侠(银隆B座店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,88,1.0248101251905388,1,大众品质型
原香木桶饭川湘菜馆(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.5,35,1.2557489097403063,0,平价高性价比型
兰湘子·湘菜小炒(杭州拱墅吾悦店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,35,1.1999378470851816,0,平价高性价比型
举炊·寻湘记·湖南菜(大象城店),西湖区,餐饮服务;中餐厅;中餐厅,4.5,47,1.1624299506329794,1,大众品质型
朝天椒·现炒黄牛肉(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502058692005338,1,大众品质型
湘宜艺术餐厅(星澜里店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,102,0.99250679202218,1,大众品质型
芙蓉霄·湘(杭州首店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,92,0.9707453761680125,1,大众品质型
大嘴巴湘菜馆·干煸小龙虾(杭州彩虹城店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699399794625944,1,大众品质型
兰湘子·湘菜小炒(杭州城北万象城店),余杭区,餐饮服务;中餐厅;中餐厅,4.3,42,1.1432521184018636,0,平价高性价比型
湖南人家私房菜馆(上尚城店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,56,1.1130207612752312,1,大众品质型
小禾山·大碗饭(科技园店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.4,20,1.445218450513425,0,平价高性价比型
老六小炒肉(杭州大悦城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.5,52,1.1334179193826484,1,大众品质型
湘先生米小姐(杭州七堡花园城店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,47,1.1624299506329794,1,大众品质型
溢湘堂湖南山里味(上亿彩虹郡店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,61,1.0903449173610649,1,大众品质型
洞庭3000里·乡野湖南菜,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,98,0.9792998108347917,1,大众品质型
农耕记·湖南土菜(杭州城西银泰城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.4,65,1.0502058692005338,1,大众品质型
兰湘子·湘菜小炒(杭州上城龙湖天街店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.1,36,1.1354453629763153,0,平价高性价比型
巡湘记?乡野湖南菜(城北万象城店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,70,1.0556739257472476,1,大众品质型
不忘湘·精致湘菜·小龙虾(闻堰老街店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,75,1.0621757652933361,1,大众品质型
湘先生米小姐(临安人民广场店),临安区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,55,1.117914742793111,1,大众品质型
東禧张大厨老坛柠檬鱼(首尔印象店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,69,1.0827362955409794,1,大众品质型
叭嘴湘·湖南下饭菜(乐创城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,58,1.1036072781442368,1,大众品质型
兰湘子·湘菜小炒(杭州拱墅宝龙广场店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,42,1.1432521184018636,0,平价高性价比型
费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0,平价高性价比型
兰湘子·湘菜小炒(杭州钱塘永旺梦乐城店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.4,38,1.2010170498013486,0,平价高性价比型
兰湘子·湘菜小炒(杭州临平万达店),临平区,餐饮服务;中餐厅;湖南菜(湘菜),4.3,39,1.1656656319318122,0,平价高性价比型
巡湘记·乡野湖南菜(杭州金沙龙湖店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,75,1.0390849877869595,1,大众品质型
巡湘记·乡野湖南菜(杭州来福士店),上城区,餐饮服务;中餐厅;中餐厅,4.3,63,1.0339314459704239,1,大众品质型
鹊拾湘·现炒黄牛肉(新天地购物中心店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,63,1.0820212806667227,1,大众品质型
大米先生(宝龙城店),滨江区,餐饮服务;快餐厅;快餐厅,4.1,32,1.1725986367609647,0,平价高性价比型
渔你湘约(杭州粮贸大厦店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,53,1.1531758328193855,1,大众品质型
富红姐鱼头,富阳区,餐饮服务;中餐厅;中餐厅,4.5,62,1.0861341223917378,1,大众品质型
椿湘现炒下饭菜(西溪印象城B座店),余杭区,餐饮服务;中餐厅;中餐厅,4.1,52,1.0326696598819685,0,平价高性价比型
年年不忘下饭菜(滨江宝龙店),滨江区,餐饮服务;中餐厅;中餐厅,4.5,50,1.1445065016481901,1,大众品质型
鹊拾湘·金奖现炒黄牛肉(龙湖上城天街店),上城区,餐饮服务;中餐厅;中餐厅,4.3,55,1.0682296431134173,1,大众品质型
小湘厨滨康店,滨江区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1062740410962182,1,大众品质型
小菜园新徽菜(杭州西湖银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1427572926329579,1,大众品质型
小菜园新徽菜(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1675998424728051,1,大众品质型
大鱼徽州·皖南家宴(东站德信店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,88,1.0470886061729419,1,大众品质型
印象临安(城东店),临安区,餐饮服务;中餐厅;中餐厅|商务住宅;商务住宅相关;商务住宅相关,4.7,97,1.0250890593803692,1,大众品质型
卢家·皖掌柜(杭州首店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,88,1.0470886061729419,1,大众品质型
徽灶头·安徽土菜(三墩店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,60,1.1189834940180172,1,大众品质型
大俺徽地锅鸡(御金台),萧山区,餐饮服务;中餐厅;中餐厅,4.7,57,1.157509165328124,1,大众品质型
大俺徽地锅鸡(绿都百瑞店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,74,1.0885959327286687,1,大众品质型
大鱼徽州·皖南家宴(星光总店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,88,1.0470886061729419,1,大众品质型
小菜园新徽菜(杭州拱墅中大银泰店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0930721929532643,1,大众品质型
披云徽府(中赢星海店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,177,0.9070236057496212,1,大众品质型
小菜园新徽菜(杭州拱墅万达店),拱墅区,餐饮服务;外国餐厅;韩国料理,4.6,55,1.1427572926329579,1,大众品质型
大俺徽地锅鸡(星荟广场店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1882617273137122,1,大众品质型
大俺徽柴火鸡·地锅鸡(皓月路店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,63,1.1301111153630214,1,大众品质型
大鱼徽州·皖南家宴(文二店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,88,1.0248101251905388,1,大众品质型
徽姐姐徽菜·臭鳜鱼(海蓝·天行国际店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,68,1.1100334851985627,1,大众品质型
半勺晴山·中国徽菜(杭州中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,115,0.9676896440518323,1,大众品质型
大俺徽地锅鸡(庆春店),上城区,餐饮服务;中餐厅;中餐厅,4.6,71,1.0756041907377925,1,大众品质型
徽商故里(杭州店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,117,0.9851835470105966,1,大众品质型
披云徽府(杭州徽商大厦店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,180,0.9041074702423284,1,大众品质型
小菜园新徽菜(杭州上城龙湖店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.117914742793111,1,大众品质型
小菜园新徽菜(杭州滨江宝龙店),滨江区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.117914742793111,1,大众品质型
