排名,name,adname,type,rating,cost,性价比
474,小菜园新徽菜(杭州西湖银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1428
475,小菜园新徽菜(杭州拱墅万达店),拱墅区,餐饮服务;外国餐厅;韩国料理,4.6,55,1.1428
476,大俺徽地锅鸡(拱墅宝龙店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,55,1.1428
477,臻艾东北烧烤铁锅炖(九堡家苑店),上城区,餐饮服务;中餐厅;东北菜,4.6,55,1.1428
478,皖豫土菜馆,余杭区,餐饮服务;中餐厅;中餐厅,4.4,46,1.1428
479,江渔儿成都冷锅鱼(浙港国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.8,66,1.1416
480,皖宴地锅鸡·地锅鱼,临平区,餐饮服务;中餐厅;中餐厅,4.5,51,1.1389
481,裕莲茶楼(杭州万象城店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,51,1.1389
482,老嘎达东北菜(原东北菜馆高沙店),钱塘区,餐饮服务;中餐厅;东北菜,4.7,61,1.1388
483,文利小吃店(大学路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
484,大俺徽柴火鸡(江和美海洋生活广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
485,印象坊餐厅(金街美地店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
486,湘先生米小姐(众安广场店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,56,1.1378
487,皖北小厨房(滨兴小区西区店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,56,1.1378
488,正月初二·哈尔滨铁锅炖(星光国际广场店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56,1.1378
489,表妹烧烤·东北菜铁锅炖(九堡店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,56,1.1378
490,荆九爷爆炒桥头三嫩(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.8,67,1.1376
491,兰湘子·湘菜小炒(杭州工联CC店),上城区,餐饮服务;中餐厅;中餐厅,4.4,47,1.1366
492,兰湘子·湘菜小炒(杭州上城龙湖天街店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.1,36,1.1354
493,大俺徽地锅鸡(太平门直街),上城区,餐饮服务;中餐厅;中餐厅,4.7,62,1.1344
494,杨光姐?东北老家(西湖文化广场店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,62,1.1344
495,绿茶餐厅(杭州西湖文化广场店),拱墅区,餐饮服务;中餐厅;中餐厅,4.5,52,1.1334
496,湘先生米小姐(亲橙里购物中心店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,52,1.1334
497,老六小炒肉(杭州大悦城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.5,52,1.1334
498,聚福阁东北铁锅炖(滨江开元广场店),滨江区,餐饮服务;中餐厅;东北菜,4.5,52,1.1334
499,马丫东北饭儿(印悦里丰庆店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,57,1.1329
500,食三嫂·齐齐哈尔烤肉·烧烤东北菜(胜利河美食街店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,57,1.1329
501,萨莉亚意式餐厅(远洋乐堤港A区店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,57,1.1329
502,徽州人家(振兴路店),富阳区,餐饮服务;餐饮相关场所;餐饮相关,4.4,48,1.1306
503,萨莉亚意式餐厅(城西银泰城店),拱墅区,餐饮服务;外国餐厅;日本料理,4.4,48,1.1306
504,荆九爷爆炒桥头三嫩(西溪留下店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,63,1.1301
505,大俺徽柴火鸡·地锅鸡(皓月路店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,63,1.1301
506,夏大厨铁锅炖·东北菜·烧烤(钱江世纪城店),萧山区,餐饮服务;中餐厅;东北菜,4.7,63,1.1301
507,福泰来(北景园店),拱墅区,餐饮服务;中餐厅;东北菜,4.8,69,1.1298
508,东坡文人面馆,上城区,餐饮服务;中餐厅;浙江菜,4.6,58,1.1281
509,喜贡·爆炒川菜(保利·时光里店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,58,1.1281
510,粤甲壹方·壹粥壹面·潮汕菜(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
511,湘江春·精致湘菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
512,味道野的很·湖南山里菜(象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,58,1.1281
513,老善溜肉段·非遗东北菜(新天地店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,58,1.1281
514,依兰老味?烧烤?东北菜(九堡店),上城区,餐饮服务;中餐厅;东北菜,4.6,58,1.1281
515,龍歌自助小火锅(上城龙湖店),上城区,餐饮服务;中餐厅;火锅店,4.6,58,1.1281
516,皖宴地锅鸡(瑞聚大厦店),临平区,餐饮服务;中餐厅;中餐厅,4.5,53,1.1281
517,萨莉亚意式餐厅(国大城市广场店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.5,53,1.1281
518,兄弟龙虾(广苑小区店),临安区,餐饮服务;中餐厅;中餐厅,4.5,53,1.1281
519,马丫东北饭儿(金昌路店),余杭区,餐饮服务;中餐厅;东北菜,4.7,64,1.1259
520,哈尔滨东北家常菜美玲家,钱塘区,餐饮服务;中餐厅;中餐厅,4.7,64,1.1259
521,禧满牛贵州黄牛肉馆.干锅火锅(金田店),西湖区,餐饮服务;中餐厅;火锅店,4.7,64,1.1259
522,印湖·老底子杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
523,杭小厨·地道杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
524,西湖人家·地道杭帮味(寻味杭州·南山路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
525,渝满堂川菜馆(百井坊巷店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
526,马丫东北饭儿(德胜总店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
527,大年初一东北菜馆(禹航路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,59,1.1235
528,拉哥烧烤龙虾馆(沈塘桥店),拱墅区,餐饮服务;中餐厅;中餐厅,4.5,54,1.1229
529,小牛滚滚贵州黄牛肉火锅(中财店),滨江区,餐饮服务;中餐厅;火锅店,4.8,71,1.1224
530,Shake Shack(杭州万象城店),上城区,餐饮服务;快餐厅;快餐厅,4.7,65,1.1218
531,烤匠麻辣烤鱼(星光大道店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,65,1.1218
532,烤匠麻辣烤鱼(杭州远洋乐堤港店),拱墅区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,65,1.1218
533,老六小炒肉(滨江银泰店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,65,1.1218
534,老姑东北人(立涛园店),萧山区,餐饮服务;中餐厅;东北菜,4.9,78,1.1214
535,老秦凉都黄牛肉馆(滨江总店),滨江区,餐饮服务;中餐厅;中餐厅,4.9,78,1.1214
536,安徽农家地锅鸡(星桥店),临平区,餐饮服务;中餐厅;中餐厅,4.4,50,1.1191
537,赵府私厨·老杭帮菜(西湖老店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60,1.119
538,外婆烧.杭帮菜(西湖店),上城区,餐饮服务;中餐厅;浙江菜,4.6,60,1.119
539,杭三姐妹(西湖·D11食尚城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,60,1.119
540,徽灶头·安徽土菜(三墩店),西湖区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,60,1.119
541,何府茶油现炒鸡小龙虾,西湖区,餐饮服务;中餐厅;中餐厅,4.6,60,1.119
542,三虾客小龙虾临沂炒鸡(迎春东苑店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,60,1.119
543,鄰居咖啡neighborhood,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,60,1.119
544,小菜园新徽菜(杭州江干天虹店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.1179
545,湘先生米小姐(EAC世贸丽晶城店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,55,1.1179
546,湘先生米小姐(临安人民广场店),临安区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,55,1.1179
547,小菜园新徽菜(杭州上城龙湖店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.1179
548,小菜园新徽菜(杭州滨江宝龙店),滨江区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.1179
549,小菜园新徽菜(杭州余杭万达店),余杭区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.1179
550,小菜园新徽菜(杭州萧山银隆百货店),萧山区,餐饮服务;中餐厅;中餐厅,4.5,55,1.1179
551,小菜园新徽菜(杭州钱塘永旺店),钱塘区,餐饮服务;中餐厅;中餐厅,4.5,55,1.1179
552,小菜园新徽菜(杭州滨江开元店),滨江区,餐饮服务;中餐厅;安徽菜(徽菜),4.5,55,1.1179
553,赵府私厨·老杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.7,66,1.1178
554,广源东北菜(文创大厦店),钱塘区,餐饮服务;中餐厅;东北菜,4.7,66,1.1178
555,皖缘粗菜馆,富阳区,餐饮服务;中餐厅;中餐厅,4.3,46,1.1168
556,麦当劳(杭州东站东广场店),上城区,餐饮服务;快餐厅;麦当劳,4.2,42,1.1167
557,大俺徽柴火鸡·地锅鸡(鑫都汇店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
558,雅轩居东北菜,钱塘区,餐饮服务;中餐厅;东北菜,4.6,61,1.1146
559,东北特色铁锅炖(孙权路店),富阳区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
560,虾锅·小龙虾·烧烤(沈家路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,61,1.1146
561,老地方川菜(元成东盛家园店),钱塘区,餐饮服务;中餐厅;四川菜(川菜),4.7,67,1.1139
562,幺妹鱼庄(明星路店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.7,67,1.1139
563,何小姐鲜牛肉火锅(通惠中路店),萧山区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,4.7,67,1.1139
564,湘先生米小姐(滨江宝龙店),滨江区,餐饮服务;中餐厅;中餐厅,4.5,56,1.113
565,湖南人家私房菜馆(上尚城店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,56,1.113
566,东北大院(空港新天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.5,56,1.113
567,厨创东北老家(新天地购物中心店),拱墅区,餐饮服务;中餐厅;东北菜,4.5,56,1.113
568,皖北地锅鸡,余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.3,47,1.1108
569,湖畔·私房菜·杭帮菜(湖滨店),上城区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
570,食三嫂·齐齐哈尔烤肉·烧烤东北菜(新天地店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
571,厨创东北大厨(黄龙国际中心店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,62,1.1103
572,四季大树底衢州菜(四季青店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
573,東大方(杭州奥体中心店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
574,東大方(杭州金沙湖店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
575,東大方(杭州延安路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
576,一席地·本地鸡窝(邮电路店),上城区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
577,東大方(杭州西城新座店),西湖区,餐饮服务;中餐厅;浙江菜,4.7,68,1.11
578,東大方(华瑞汇金中心店),萧山区,餐饮服务;中餐厅;浙江菜,4.7,68,1.11
579,東大方(临平东湖路店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.7,68,1.11
580,東大方(杭州紫金梦想店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
581,東大方(杭州世纪城开元店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
582,川霸川菜,钱塘区,餐饮服务;中餐厅;四川菜(川菜)|餐饮服务;中餐厅;火锅店,4.7,68,1.11
583,朱欢喜老火锅(高沙店),钱塘区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
584,十昌老火锅,萧山区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
585,锅美丽水煮鱼(龙湖杭州滨江天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
586,湘辣湘食·湘菜馆(市心北路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,68,1.11
587,徽姐姐徽菜·臭鳜鱼(海蓝·天行国际店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,68,1.11
588,忆味东北美食体验基地,临平区,餐饮服务;中餐厅;中餐厅,4.7,68,1.11
589,小牛滚滚贵州黄牛肉火锅(萧山博地中心店),萧山区,餐饮服务;中餐厅;火锅店,4.7,68,1.11
590,星期八咖啡馆·日咖夜酒(之江店),上城区,餐饮服务;咖啡厅;咖啡厅|生活服务;生活服务场所;生活服务场所,4.7,68,1.11
591,鸟鸟好吃店·成都土砂锅串串(杭州总店),萧山区,餐饮服务;中餐厅;火锅店,4.8,75,1.1084
592,蛮涮自助小火锅·糖水铺子集合店(滨江银泰店),滨江区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
593,蛮涮自助小火锅·糖水铺子集合店(金沙印象城店),钱塘区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
594,蛮涮自助小火锅·糖水铺子集合店(杭州滨江天街店),滨江区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
595,蛮涮自助小火锅·糖水铺子集合店(滨江宝龙店),滨江区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
596,蛮涮自助小火锅·糖水铺子集合店(七堡花园城店),上城区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
597,蛮涮自助小火锅·糖水铺子集合店(杭州上城天街店),上城区,餐饮服务;中餐厅;火锅店,4.5,57,1.1083
598,锋味龙虾,上城区,餐饮服务;中餐厅;海鲜酒楼,4.4,52,1.1082
599,东北杨光?碳烤鲜牛肉(天虹店),上城区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
600,川味泡菜馆(黄姑山路店),西湖区,餐饮服务;中餐厅;四川菜(川菜),4.7,69,1.1063
601,小湘厨滨康店,滨江区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
602,郭包又东北菜(北软中天园店),拱墅区,餐饮服务;中餐厅;东北菜,4.7,69,1.1063
603,野火烧烤·东北菜,上城区,餐饮服务;中餐厅;中餐厅,4.7,69,1.1063
604,穆羊客清真火锅烤肉一体,上城区,餐饮服务;中餐厅;清真菜馆,4.7,69,1.1063
605,宽窄巷子成都串串香(邮电路杭州店),上城区,餐饮服务;中餐厅;火锅店,4.6,63,1.1061
606,忆湘味-鲜炒·湖南菜(EFC店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,63,1.1061
607,幸福年铁锅炖熏酱小酒馆(九堡店),上城区,餐饮服务;中餐厅;中餐厅,4.6,63,1.1061
608,辽A迷糊小串儿·东北烧烤·东北菜(蓝钻天城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,63,1.1061
609,湘香蒸菜馆(湘湖路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.9,83,1.1059
610,老秦凉都黄牛肉馆(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.9,83,1.1059
611,M Stand(杭州来福士中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,40,1.1041
612,星平鸡饭·粤菜小炒(来福士店),上城区,餐饮服务;中餐厅;中餐厅,4.5,58,1.1036
613,举炊·寻湘记·湖南菜(西子丁兰广场店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,58,1.1036
614,叭嘴湘·湖南下饭菜(乐创城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,58,1.1036
615,吉豚屋(杭州湖滨in77C3区店),上城区,餐饮服务;外国餐厅;日本料理,4.5,58,1.1036
616,必胜客(杭州转塘华润店),西湖区,餐饮服务;快餐厅;必胜客,4.5,58,1.1036
617,火龙堂·龙虾羊排烧烤精酿(文一路店),西湖区,餐饮服务;中餐厅;中餐厅,4.5,58,1.1036
618,渝妹重庆火锅,余杭区,餐饮服务;中餐厅;火锅店,4.7,70,1.1026
619,piccolo披萨店,上城区,餐饮服务;快餐厅;快餐厅,4.7,70,1.1026
620,荷韵西子·老底子杭帮菜(西湖音乐喷泉店),上城区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
621,芳达烧烤·东北菜(武林旗舰店),拱墅区,餐饮服务;中餐厅;东北菜|餐饮服务;中餐厅;特色/地方风味餐厅|住宿服务;宾馆酒店;宾馆酒店,4.6,64,1.102
622,串掌门烧烤东北菜,萧山区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
623,马丫东北饭儿(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
624,马丫东北饭儿(九堡店),上城区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,64,1.102
625,松花江上·东北小馆(三深国际中心店),西湖区,餐饮服务;中餐厅;综合酒楼,4.6,64,1.102
626,夜八两·老舅烧烤(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,64,1.102
627,周姐焦烤鸡架·东北烧烤夜宵,滨江区,餐饮服务;中餐厅;中餐厅,4.8,77,1.1017
628,老秦凉都黄牛肉馆(市心北路店),萧山区,餐饮服务;中餐厅;中餐厅,4.9,85,1.1
629,东北炬铁锅炖(武林银泰百货B馆店),拱墅区,餐饮服务;中餐厅;中餐厅,4.3,49,1.0992
630,星平鸡饭·粤菜小炒(杭州东站万象汇店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.5,59,1.0991
631,费大厨辣椒炒肉(杭州大悦城店),拱墅区,餐饮服务;中餐厅;中餐厅,4.5,59,1.0991
632,湘先生米小姐(金沙印象城店),钱塘区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,59,1.0991
633,衢八鲜?开化山水菜,上城区,餐饮服务;中餐厅;浙江菜,4.7,71,1.099
634,柴米夫妻四川自贡盐帮菜(新塘店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.7,71,1.099
635,857铁锅炖 东北饭儿,上城区,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
636,郭包又东北菜(西兴店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
637,锦遇·唐风宋韵灶台鱼里·正宗淳牌鱼,淳安县,餐饮服务;中餐厅;中餐厅,4.7,71,1.099
638,兰湘子·湘菜小炒(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,54,1.098
639,徽州土菜馆,余杭区,餐饮服务;中餐厅;中餐厅,4.4,54,1.098
640,正月初二·哈尔滨铁锅炖(金沙印象城店),钱塘区,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,54,1.098
641,必胜客(彭埠港龙城店),上城区,餐饮服务;快餐厅;必胜客,4.4,54,1.098
642,蝴蝶里(杭州来福士店),上城区,餐饮服务;中餐厅;火锅店,4.6,65,1.0979
643,一席地·本地鸡窝(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
644,新白鹿餐厅(庆春银泰店),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
645,新白鹿(杭州新塘店),上城区,餐饮服务;中餐厅;浙江菜,4.6,65,1.0979
646,正大酒家(杭州上城区),上城区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
647,烤匠麻辣烤鱼(in77店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;四川菜(川菜),4.6,65,1.0979
648,烤匠麻辣烤鱼(滨江天街店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65,1.0979
649,蝴蝶里(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
650,蝴蝶里(西溪天街店),西湖区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
651,蝴蝶里(下沙龙湖天街店),钱塘区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
652,蝴蝶里(滨江宝龙广场店),滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
653,蝴蝶里(丁桥店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.6,65,1.0979
654,小湘厨(迎春东苑店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
655,二丫家东北铁锅炖大鹅(联胜路店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,65,1.0979
656,庆哥东北油边王,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,65,1.0979
657,小树林老成都火锅串串香·盖碗茶(宠物友好店),滨江区,餐饮服务;中餐厅;火锅店,4.7,72,1.0955
658,正哥点心专家(国大广场店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,72,1.0955
659,东北一锅香(丰谭路城西店),西湖区,餐饮服务;中餐厅;东北菜,4.7,72,1.0955
660,幸会东北烤肉,滨江区,餐饮服务;中餐厅;中餐厅,4.7,72,1.0955
661,炉鱼(杭州湖滨88店),上城区,餐饮服务;中餐厅;中餐厅,4.5,60,1.0947
662,万州烤鱼烧烤龙虾炒菜,余杭区,餐饮服务;中餐厅;中餐厅,4.5,60,1.0947
663,乾堂里·杭州老八鲜(吴山广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
664,喜靓·老广排档(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
665,湘绯·锦(天目山路店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,66,1.094
666,小渔村全湖景餐厅(湖光里店),淳安县,餐饮服务;中餐厅;中餐厅,4.6,66,1.094
667,垚森居东北菜?烧烤(杭州宸创大厦店),拱墅区,餐饮服务;中餐厅;东北菜,4.6,66,1.094
668,哈尔滨涮肚·地摊烤肉(辣么刘萧山热榜店),萧山区,餐饮服务;中餐厅;火锅店,4.6,66,1.094
669,二丫家东北铁锅炖大鹅(晴川街店),西湖区,餐饮服务;中餐厅;东北菜,4.6,66,1.094
670,滇牛老杨潮汕鲜牛肉火锅,拱墅区,餐饮服务;中餐厅;火锅店,4.6,66,1.094
671,皖北地锅鸡(三号路店),富阳区,餐饮服务;中餐厅;中餐厅,4.3,50,1.0936
672,安徽饭店,萧山区,餐饮服务;中餐厅;中餐厅,4.3,50,1.0936
673,必胜客(杭州西湖文化广场店),拱墅区,餐饮服务;快餐厅;必胜客,4.3,50,1.0936
674,聚缘私房菜(千岛湖高铁站店),淳安县,餐饮服务;中餐厅;湖南菜(湘菜),4.4,55,1.0931
675,小菜园新徽菜(杭州拱墅中大银泰店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
676,小菜园新徽菜(杭州余杭良渚永旺店),余杭区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
677,小菜园新徽菜(杭州萧山开元广场店),萧山区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
678,小菜园新徽菜(杭州萧山奥体印象城店),萧山区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
679,小菜园新徽菜(杭州拱墅吾悦店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
680,小菜园新徽菜(杭州富阳万达店),富阳区,餐饮服务;中餐厅;中餐厅,4.4,55,1.0931
681,小菜园新徽菜(杭州建德恒太城店),建德市,餐饮服务;餐饮相关场所;餐饮相关,4.4,55,1.0931
682,小菜园新徽菜(杭州余杭金地店),余杭区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
683,小菜园新徽菜(杭州上城七堡花园城店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.4,55,1.0931
684,阿英川菜馆(丰潭路店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.8,80,1.0923
685,刘老根·东北烧烤酒场(闻涛观潮店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,80,1.0923
686,老秦凉都黄牛肉馆(星耀城店),滨江区,餐饮服务;中餐厅;中餐厅,4.8,80,1.0923
687,马丫·东北饭儿(中豪江河时代店),上城区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
688,川婆婆酸菜鱼(市心中路店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
689,大俺徽地锅鸡(转塘象山国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,73,1.092
690,tea'stone喝好茶的店(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.7,73,1.092
691,黔家婆酸汤鲜牛肉火锅,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,61,1.0903
692,溢湘堂湖南山里味(上亿彩虹郡店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.5,61,1.0903
693,大俺徽地锅鸡(东站祥生中心店),上城区,餐饮服务;中餐厅;火锅店,4.5,61,1.0903
694,厨创东北大厨(闲林埠店),余杭区,餐饮服务;中餐厅;东北菜,4.5,61,1.0903
695,吃过瘾小龙虾(下沙宝龙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.5,61,1.0903
696,杭小馆杭帮菜私房菜(河坊街店),上城区,餐饮服务;中餐厅;中餐厅,4.6,67,1.0902
697,湘绯·杭城拾佳湘菜(三深国际店),西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,67,1.0902
698,李百蟹·园林湖景蟹黄面(雷峰塔店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.6,67,1.0902
699,周姐焦烤鸡架·东北烧烤夜宵(隆和国际店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,81,1.0892
700,西北羊肉馆羊蝎子火锅烧烤(万邦大楼店),上城区,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;西北菜,4.7,74,1.0886
701,贰姐川菜,西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.7,74,1.0886
702,晚酒·阿英川菜馆(奥体金帝店),萧山区,餐饮服务;中餐厅;四川菜(川菜),4.7,74,1.0886
703,大俺徽地锅鸡(绿都百瑞店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,74,1.0886
704,凯旋烧烤(凯旋路),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,74,1.0886
705,江南宴宴会中心,临平区,餐饮服务;中餐厅;中餐厅,4.7,74,1.0886
706,丛芸山·中国茶GELATO(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,3.9,35,1.0883
707,東大方(杭州大厦501店),上城区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
708,仙鱼石缘蒸汽石锅鱼,上城区,餐饮服务;中餐厅;火锅店,4.6,68,1.0864
709,新刘记·杭帮菜·私房菜,上城区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
710,東大方(杭州三维大厦店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
711,東大方(莫干山路店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
712,东大方(杭州云澜谷店),西湖区,餐饮服务;中餐厅;浙江菜,4.6,68,1.0864
713,東大方(杭州万达店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,68,1.0864
714,東大方(杭州苏泊尔大厦店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,68,1.0864
