name,rating,cost,性价比,评分标准化,消费友好度,性价比标准化,综合得分
阜阳格拉条卷馍(下沙店),4.4,17,1.5222955275492518,0.7727272727272727,0.9931880108991825,0.5815569359725832,77.05
江渔儿成都冷锅鱼(浙港国际店),4.8,66,1.1415816647009174,0.9545454545454544,0.9598092643051771,0.3333172606778118,76.95
问疆新疆手抓饭(太平门直街店),4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
巷儿里餐厅·杭帮菜(信义坊步行街店),4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
巷子里湘菜馆(八年湘守),4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
HELLO COFFEE·咖啡,4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
一家咖啡(近江一园店),4.5,23,1.4159609119985619,0.8181818181818181,0.989100817438692,0.5122227902721592,76.91
麦当劳(下城区行政服务中心),4.5,23,1.4159609119985619,0.8181818181818181,0.989100817438692,0.5122227902721592,76.91
荆九爷爆炒桥头三嫩(东站店),4.8,67,1.1375734648171867,0.9545454545454544,0.9591280653950953,0.330703764467798,76.85
望江门227号龙虾馆,4.6,32,1.3155984705123018,0.8636363636363635,0.9829700272479565,0.44678272538998104,76.84
福泰来(北景园店),4.8,69,1.1298117866514568,0.9545454545454544,0.9577656675749319,0.3256428600573618,76.67
山野饭堂.融合家常菜(滨江店),4.7,47,1.2140935039944452,0.909090909090909,0.9727520435967303,0.3805976914627102,76.65
颖姐鲜烫牛肉汤(旭辉春江悦茗店),4.7,47,1.2140935039944452,0.909090909090909,0.9727520435967303,0.3805976914627102,76.65
三毛烤鸡(景芳店),4.5,24,1.3980036027591267,0.8181818181818181,0.9884196185286104,0.500513953138112,76.54
Ora Coffee 杭州来福士店,4.5,24,1.3980036027591267,0.8181818181818181,0.9884196185286104,0.500513953138112,76.54
