排名,name,adname,type,rating,cost,性价比
448,暮光里烧鸟·摩登居酒屋·CHIRPY BIRD,萧山区,餐饮服务;外国餐厅;日本料理,4.7,128,0.9671
449,小厨师沈家门海鲜(胜利河店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.7,128,0.9671
450,德悦海鲜·包厢宴会(杭州滨江店),滨江区,餐饮服务;中餐厅;海鲜酒楼|住宿服务;宾馆酒店;宾馆酒店,4.7,129,0.9656
451,二火锅(杭州店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,129,0.9656
452,七欣天(临平星火南路店),临平区,餐饮服务;中餐厅;火锅店|餐饮服务;中餐厅;海鲜酒楼,4.7,129,0.9656
453,東盛炭烤自助料理(奥体印象城店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,129,0.9656
454,東盛炭烤自助料理(临平招商花园城店),临平区,餐饮服务;中餐厅;中餐厅,4.7,129,0.9656
455,老弄堂·老底子杭帮味(西溪店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,131,0.9626
456,粤顺餐馆(赞成中心店),上城区,餐饮服务;中餐厅;广东菜(粤菜),4.7,131,0.9626
457,酉串·食聚屋炭火烧鸟酒场(杭州本店),拱墅区,餐饮服务;外国餐厅;日本料理,4.7,131,0.9626
458,三个蒙古大叔烤羊肉串(五福天虹购物中心B座店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,132,0.9611
459,德悦悦品海鲜姿造(未来科技城宝龙广场店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.7,132,0.9611
460,知味观味庄(杭州钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,133,0.9596
461,潮三爷.生腌熟醉潮汕菜(朝晖店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,133,0.9596
462,18号酒馆(滨江山泽里店),滨江区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,133,0.9596
463,久米半岛(新台州菜),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,133,0.9596
464,富贵椰Thai Bistro泰式料理(万象城店),上城区,餐饮服务;外国餐厅;外国餐厅,4.7,134,0.9582
465,宋宴(之江店),上城区,餐饮服务;中餐厅;中餐厅,4.7,134,0.9582
466,黄龙海鲜大排档(钱江世纪城店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.7,134,0.9582
467,强子海鲜(建设一路店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.7,134,0.9582
468,象山石浦海鲜城(杭大路店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.7,134,0.9582
469,德悦悦品海鲜姿造(星光店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,134,0.9582
470,东海渔宫·海鲜姿造(滨江店),滨江区,餐饮服务;中餐厅;海鲜酒楼,4.7,134,0.9582
471,中国杭帮菜博物馆(虎玉路店),上城区,餐饮服务;中餐厅;中餐厅,4.7,135,0.9567
472,新沸腾鱼乡(黄姑山路店),西湖区,餐饮服务;中餐厅;四川菜(川菜),4.7,135,0.9567
473,潮东东(九鼎·名仕顿商务楼店),拱墅区,餐饮服务;中餐厅;潮州菜,4.7,135,0.9567
474,山缓缓火锅(杭州中心店),拱墅区,餐饮服务;中餐厅;火锅店,4.7,135,0.9567
475,和炙烧鸟(庆春店),上城区,餐饮服务;外国餐厅;日本料理,4.7,135,0.9567
476,巴奴毛肚火锅(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;火锅店,4.7,136,0.9553
477,WADE'S Bar &Grill 味德(武林店),拱墅区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,136,0.9553
478,渔歌和宴.原烹平价海鲜餐厅(西溪堂店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.7,136,0.9553
479,唐院宋潮·江鲜宴,余杭区,餐饮服务;中餐厅;中餐厅,4.7,137,0.9539
480,O'eat Gastronomy(杭州万象城店),上城区,餐饮服务;外国餐厅;外国餐厅,4.7,138,0.9525
481,懂肉记日式烧肉(亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,139,0.9511
482,环海渔宴·江浙菜·海鲜(沈半路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,139,0.9511
483,gaga,上城区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;餐饮相关场所;餐饮相关,4.7,140,0.9497
484,夜酌つけ麺 やきとり(杭州山水店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,140,0.9497
485,炙?烧鸟?烧肉?深夜食堂(闻涛路店),滨江区,餐饮服务;外国餐厅;日本料理,4.7,140,0.9497
486,台舟半岛·小海鲜餐厅·台州菜(九堡店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,140,0.9497
487,沈府家宴(未来科技城店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,141,0.9484
488,東喜記·名厨浙宴(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,142,0.947
489,阿刚龙虾(瑞凯水湘大厦店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,142,0.947
490,老谢潮州菜(崇安中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,143,0.9457
491,铁定鲜乐清湾小海鲜,西湖区,餐饮服务;中餐厅;海鲜酒楼,4.7,143,0.9457
492,粤顺本味顺德(滨江店),滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.7,145,0.9431
493,巴奴毛肚火锅(杭州湖滨in77店),上城区,餐饮服务;中餐厅;火锅店,4.7,145,0.9431
494,巴奴毛肚火锅(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;火锅店,4.7,146,0.9418
495,四海珍宝海鲜餐厅(国贸中心店),临平区,餐饮服务;中餐厅;海鲜酒楼,4.7,146,0.9418
496,唐宫·粤菜海鲜(杭州万象城店),上城区,餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;中餐厅;海鲜酒楼,4.7,147,0.9405
497,黄龙海鲜大排档(未科店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.7,147,0.9405
498,寿司郎(银泰in77·D馆店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,148,0.9393
499,串馨烧鸟·刺身·料理竞技场,滨江区,餐饮服务;中餐厅;中餐厅,4.7,148,0.9393
500,虾佬九·打边炉·夜宵排档(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.7,150,0.9368
501,蜀秀·民国独栋1912·新派川菜(湖滨店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.7,150,0.9368
502,粤顺(朝晖国都店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.7,150,0.9368
503,潮中人潮州菜(蓝海时代国际大厦写字楼店),西湖区,餐饮服务;中餐厅;潮州菜,4.7,150,0.9368
504,德悦海鲜(钱江新城店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,150,0.9368
505,香芙茗楼(万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.7,151,0.9355
506,杭越海鲜·宁波味道(下沙店),钱塘区,餐饮服务;中餐厅;海鲜酒楼,4.7,151,0.9355
507,德明饭店(钱江世纪城店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,152,0.9343
508,胡须有你花园·江景餐厅(滨江奥体店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,155,0.9307
509,一绪に寿喜烧放题(杭州滨江龙湖),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,156,0.9295
510,红钳侠小龙虾·烧烤(闻涛路店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,156,0.9295
511,锦楼·臻选新式杭帮(杭州中心店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,157,0.9284
512,寿司郎(黄龙国际中心店),西湖区,餐饮服务;外国餐厅;日本料理,4.7,157,0.9284
513,LANJOLL澜·爵,西湖区,餐饮服务;外国餐厅;外国餐厅,4.7,157,0.9284
514,東喜記·名厨浙宴(钱江店),上城区,餐饮服务;中餐厅;中餐厅,4.7,159,0.9261
515,杨记旺角香港大排档,上城区,餐饮服务;中餐厅;中餐厅,4.7,159,0.9261
516,香芙茗楼(嘉里中心店),拱墅区,餐饮服务;茶艺馆;茶艺馆|餐饮服务;中餐厅;中餐厅,4.7,159,0.9261
517,紫竹·水乐西湖·庭院餐厅,西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,160,0.9249
518,小厨师(百井坊店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.7,160,0.9249
519,牛New寿喜烧(东站万象汇店),上城区,餐饮服务;外国餐厅;日本料理,4.7,169,0.9151
520,牛New寿喜烧(滨江宝龙城店),滨江区,餐饮服务;外国餐厅;日本料理,4.7,169,0.9151
521,德悦家宴(临平店),临平区,餐饮服务;中餐厅;海鲜酒楼,4.7,169,0.9151
522,牛New寿喜烧(来福士店),上城区,餐饮服务;外国餐厅;日本料理,4.7,172,0.912
523,康乐渔港(杭州未来科技城店),余杭区,餐饮服务;中餐厅;海鲜酒楼,4.7,172,0.912
524,牛New寿喜烧(萧山万象汇店),萧山区,餐饮服务;外国餐厅;日本料理,4.7,174,0.91
525,BROWNSTONE布朗石西班牙餐厅酒吧(杭州万象城店),上城区,餐饮服务;外国餐厅;外国餐厅,4.7,175,0.909
526,红盔甲·小龙虾(钱江新城店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,175,0.909
527,七条鱼日本料理(富亿花园中心店),上城区,餐饮服务;外国餐厅;日本料理,4.7,175,0.909
528,乾珑汇小鲜(顺丰·创新中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,176,0.908
529,元古·觀山,西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.7,177,0.907
530,披云徽府(中赢星海店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,177,0.907
531,牛New寿喜烧(滨江银泰店),滨江区,餐饮服务;外国餐厅;日本料理,4.7,177,0.907
532,三喜日料(龙湖杭州滨江天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,177,0.907
533,披云徽府(杭州徽商大厦店),拱墅区,餐饮服务;中餐厅;安徽菜(徽菜),4.7,180,0.9041
534,东京烧肉(滨江天街店),滨江区,餐饮服务;外国餐厅;日本料理,4.7,180,0.9041
535,东京烧肉(东站万象汇店),上城区,餐饮服务;外国餐厅;日本料理,4.7,180,0.9041
536,西溪丽锅·牛肉海鲜火锅·新浙菜,西湖区,餐饮服务;中餐厅;火锅店|餐饮服务;茶艺馆;茶艺馆,4.7,180,0.9041
537,牛小新烧肉·和牛放题(杭州东站万象汇),上城区,餐饮服务;外国餐厅;日本料理,4.7,181,0.9032
538,荣小馆(杭州大厦店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,182,0.9022
539,西茶?宋宴?精致江南料理,余杭区,餐饮服务;中餐厅;中餐厅,4.7,185,0.8994
540,今尚饮私房创意菜,萧山区,餐饮服务;中餐厅;中餐厅,4.7,186,0.8985
541,牛New寿喜烧(亚奥万象天地店),萧山区,餐饮服务;外国餐厅;日本料理,4.7,187,0.8976
542,新滨安·钱塘江鲜·萧山菜·杭帮菜名店(滨江店),滨江区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;浙江菜,4.7,188,0.8966
543,东海渔宫·海鲜姿造(杭州首店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.7,189,0.8957
544,德天肥牛海鲜火锅(滨江一店),滨江区,餐饮服务;中餐厅;火锅店,4.7,191,0.894
545,御牛道日式烤肉料理(中山中路店),上城区,餐饮服务;外国餐厅;日本料理,4.7,193,0.8922
546,御牛道日式烤肉料理(黄龙恒励大厦店),西湖区,餐饮服务;外国餐厅;日本料理,4.7,193,0.8922
547,宴中海·二十年浙菜·萧山宴·市心北路店,萧山区,餐饮服务;中餐厅;中餐厅,4.7,198,0.8879
548,滨丸水產·烧肉烧鸟炉端烧(星光大道店),滨江区,餐饮服务;外国餐厅;日本料理,4.7,200,0.8862
549,御牛道日式烤肉料理(国大城市广场店),拱墅区,餐饮服务;外国餐厅;日本料理,4.7,201,0.8854
550,德悦海鲜(杭州大厦501广场店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,202,0.8846
551,新珒记·台州海鲜·小龙虾夜宵,拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.7,205,0.8822
552,玖五京菜(杭州万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.7,208,0.8798
553,秋粤台(江锦路店),上城区,餐饮服务;中餐厅;中餐厅,4.7,208,0.8798
554,珍之宝御品(永盛大厦店),萧山区,餐饮服务;中餐厅;广东菜(粤菜),4.7,210,0.8782
555,世纪澜轩花园餐厅,萧山区,餐饮服务;中餐厅;中餐厅,4.7,214,0.8751
556,意坊(西湖大道店),上城区,购物服务;服装鞋帽皮具店;服装鞋帽皮具店|餐饮服务;甜品店;甜品店,4.7,217,0.8729
557,淀餐厅sediment,萧山区,餐饮服务;中餐厅;中餐厅,4.7,224,0.8678
558,御牛道日式烤肉料理(杭州万象城店),上城区,餐饮服务;外国餐厅;日本料理,4.7,225,0.8671
559,mamala西餐厅(杭州远洋乐堤港店),拱墅区,餐饮服务;外国餐厅;意式菜品餐厅,4.7,226,0.8664
560,月芽·自由餐厅·壹集集合餐厅,余杭区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,228,0.865
561,荣小馆(杭州万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.7,229,0.8643
562,鸟语花香·高空景观餐厅·潮粤菜(杭州大厦店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,230,0.8636
563,竹哩(归谷店),萧山区,餐饮服务;外国餐厅;日本料理,4.7,230,0.8636
564,月芽·璞上餐厅·上天竺店,西湖区,餐饮服务;中餐厅;中餐厅,4.7,230,0.8636
565,牛排家(杭州城西银泰店),拱墅区,餐饮服务;外国餐厅;西餐厅(综合风味),4.7,240,0.8569
566,名人名家·浙菜(三墩店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,245,0.8537
567,王品牛排(杭州平安悦坊店),上城区,餐饮服务;外国餐厅;牛扒店(扒房),4.7,246,0.8531
568,王品牛排(杭州大厦店),拱墅区,餐饮服务;外国餐厅;牛扒店(扒房),4.7,251,0.85
569,升鼎荟,上城区,餐饮服务;中餐厅;中餐厅,4.7,253,0.8488
570,名家海鲜火锅·活蟹生香(凯旋店),上城区,餐饮服务;中餐厅;火锅店,4.7,255,0.8476
571,名家海鲜火锅·活蟹生香(钱潮店)(暂停营业),上城区,餐饮服务;中餐厅;火锅店,4.7,255,0.8476
572,文兴酒家(悦坊商场店),上城区,餐饮服务;中餐厅;中餐厅,4.7,260,0.8446
573,钜丰源·粤宫1998,上城区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;广东菜(粤菜)|公司企业;公司;公司,4.7,277,0.8352
574,竹哩·环球美食(杭州中心店),拱墅区,餐饮服务;外国餐厅;日本料理,4.7,285,0.831
575,西湖春天·粤府(深蓝广场店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.7,288,0.8294
576,琂川.经典川菜.二十四味,萧山区,餐饮服务;中餐厅;四川菜(川菜),4.7,293,0.8269
577,观雲宴,萧山区,餐饮服务;中餐厅;中餐厅,4.7,298,0.8245
578,西隐,西湖区,餐饮服务;餐饮相关场所;餐饮相关|体育休闲服务;体育休闲服务场所;体育休闲服务场所,4.7,298,0.8245
579,湖心居.潮宴,钱塘区,餐饮服务;中餐厅;中餐厅,4.7,298,0.8245
580,牛排家(杭州万象城店),上城区,餐饮服务;外国餐厅;外国餐厅,4.7,318,0.8152
581,宴谭·精细江南菜,滨江区,餐饮服务;中餐厅;中餐厅,4.7,320,0.8144
582,湘之荷·湖南会馆,西湖区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,325,0.8122
583,味里日本料理,上城区,餐饮服务;外国餐厅;日本料理,4.7,339,0.8063
584,極上萬膳·日料放题(来福士中心店),上城区,餐饮服务;中餐厅;中餐厅,4.7,349,0.8023
585,龍码头·螃蟹王(杭州首店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;中餐厅;海鲜酒楼,4.7,350,0.8019
586,本逸·割烹料理(湖墅店),拱墅区,餐饮服务;外国餐厅;日本料理,4.7,368,0.7952
587,龙井御庄·精致江南菜(黄龙店),西湖区,餐饮服务;中餐厅;中餐厅,4.7,368,0.7952
588,玉玲珑餐厅,西湖区,餐饮服务;中餐厅;中餐厅,4.7,370,0.7944
589,云顶玺宴·现代潮粤菜,上城区,餐饮服务;中餐厅;中餐厅,4.7,380,0.7909
590,鱼町刺身(西子铭苑南区店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,387,0.7885
591,西溪芦庄,余杭区,餐饮服务;中餐厅;潮州菜,4.7,392,0.7868
592,竹哩·井原里,上城区,餐饮服务;外国餐厅;日本料理,4.7,410,0.7809
593,福宴(星光大道店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,419,0.7781
594,竹哩(山泽里店)(暂停营业),滨江区,餐饮服务;外国餐厅;日本料理,4.7,424,0.7766
595,老房荟馆·粤式火锅(杭州万象城店),上城区,餐饮服务;中餐厅;火锅店,4.7,425,0.7763
596,席作·福建会馆(杭州高德置地广场店),上城区,餐饮服务;中餐厅;福建菜,4.7,441,0.7716
597,西湖一号(No.1 WEST LAKE),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,443,0.771
598,东富酒家(平安金融中心店),上城区,餐饮服务;中餐厅;中餐厅,4.7,450,0.769
599,鼎库港味海鲜火锅(圣奥中央商务大厦店),上城区,餐饮服务;中餐厅;火锅店,4.7,452,0.7685
600,东富酒家(湘湖越界店),萧山区,餐饮服务;中餐厅;广东菜(粤菜),4.7,480,0.761
601,上房火鍋(杭州来福士中心店),上城区,餐饮服务;中餐厅;火锅店,4.7,487,0.7593
602,粤榕轩·君宴,上城区,餐饮服务;中餐厅;中餐厅,4.7,498,0.7565
603,西溪良辰·精致潮汕菜,余杭区,餐饮服务;中餐厅;广东菜(粤菜),4.7,500,0.756
604,西湖国宾馆紫薇厅,西湖区,餐饮服务;中餐厅;中餐厅,4.7,503,0.7553
605,雍容荟帝王蟹活龙虾展台自助(杭州万象城黑金店),上城区,餐饮服务;中餐厅;中餐厅,4.7,527,0.7497
606,西子火锅(来福士店),上城区,餐饮服务;中餐厅;火锅店,4.7,569,0.7407
607,杭州柏悦酒店悦轩中餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.7,631,0.7288
608,玲姐·海鲜火锅(满觉陇店),西湖区,餐饮服务;中餐厅;火锅店,4.7,657,0.7243
609,西子火锅·西湖湖景餐厅(西湖店),西湖区,餐饮服务;中餐厅;火锅店,4.7,800,0.703
610,巴芬港海鲜姿造(来福士店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.7,1450,0.6456
611,晓麟家奶茶(采荷店),上城区,餐饮服务;冷饮店;冷饮店,4.6,8,2.0936
612,晓麟奶茶(近江家园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,11,1.8512
613,瑞幸咖啡(501城市广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,13,1.743
614,王老笨·东北过桥米线(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,20,1.5109
615,麦当劳(中南国际商城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,22,1.4671
616,布蕾克喝茶工坊(近江五园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,23,1.4474
617,麦当劳(杭州凤起路餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.6,23,1.4474
618,正宗淮南牛肉汤,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,23,1.4474
619,肯德基(朝晖店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,25,1.4119
620,骑点咖啡 Ride Cafe,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,26,1.3957
621,麦当劳(江南明新DT店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
622,麦当劳(加州阳光·开元广场店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.3957
623,麦当劳(杭州大厦501城市广场店),上城区,餐饮服务;快餐厅;麦当劳,4.6,27,1.3805
624,王阿盖手工小吃(庆春银泰店),上城区,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,4.6,27,1.3805
625,chofo出伏咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,27,1.3805
626,肯德基(杭州和平饭店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,27,1.3805
627,素新风·食养自助餐厅(杭州·501广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
628,复兴面王(杭州莲荷里店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
629,费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
630,费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
631,费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3661
632,东北蒸饺菜馆(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,28,1.3661
633,Section沙县咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,28,1.3661
634,银记肠粉(新华路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,28,1.3661
635,麦当劳(星耀城二期城市生活广场店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
636,麦当劳(西湖银泰百货店),上城区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
637,麦当劳(杭州滨江中南乐游城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3661
638,麦当劳(大华·星河商务大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
639,麦当劳(智谷国际人才大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3525
640,星巴克(杭州来福士广场店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
641,星巴克(杭州UDC店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
642,星巴克(滨江城市之星店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
643,星巴克(杭州东杭大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
644,Any.Shell Coffee胡安咖啡(近江南路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,30,1.3396
645,星巴克(杭州大厦501城市广场B1店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
646,星巴克(新传媒大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
647,星巴克(杭州五福天虹购物中心店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3396
648,麦当劳(科技广场店),西湖区,餐饮服务;快餐厅;麦当劳,4.6,30,1.3396
649,星巴克(杭州嘉华店),西湖区,餐饮服务;咖啡厅;星巴克咖啡|餐饮服务;快餐厅;快餐厅,4.6,30,1.3396
650,马姥姥东北砂锅,滨江区,餐饮服务;中餐厅;中餐厅,4.6,31,1.3273
651,素满香·全民食养自助(滨江天街店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,31,1.3273
652,望江门227号龙虾馆,上城区,餐饮服务;中餐厅;中餐厅,4.6,32,1.3156
653,阿嬷手作(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.6,34,1.2938
654,麦当劳(中豪·江河时代店),上城区,餐饮服务;快餐厅;麦当劳,4.6,35,1.2837
655,复兴面王(庆春店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,35,1.2837
656,MStand(杭州太平金融大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,35,1.2837
657,后生仔·潮汕小馆(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,37,1.2646
658,小饮与食·盖饭小吃·中华料理(杭州景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,39,1.247
659,肯德基(杭州庆丰店),西湖区,餐饮服务;快餐厅;肯德基,4.6,39,1.247
660,张十二非遗手工小吃(景芳店),上城区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
661,天诚小吃(大学路),上城区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
662,瑶姐·古法干蒸(转塘店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,40,1.2387
663,辽阜·艳姨蒸饺东北菜,上城区,餐饮服务;中餐厅;东北菜,4.6,40,1.2387
664,麵匠·石山,滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.6,41,1.2307
665,喜村烧鸽子烧烤东北菜,余杭区,餐饮服务;中餐厅;东北菜,4.6,42,1.223
666,旺厨东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,42,1.223
667,小米椒烤鱼坊(广苑小区店),临安区,餐饮服务;中餐厅;四川菜(川菜),4.6,44,1.2084
668,萨莉亚意式餐厅(滨江天街店),滨江区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,45,1.2015
669,椿芽·鲜牛肉杭州拌川(杭州万象城店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,46,1.1948
670,食局东北菜,西湖区,餐饮服务;中餐厅;东北菜,4.6,46,1.1948
671,炉上牛肉档·牛肉粿条·牛腩饭·火锅(萧山嘉润公馆店),萧山区,餐饮服务;中餐厅;火锅店,4.6,47,1.1883
672,粤蒸倌·瑶姐古法干蒸菜(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1883
673,大俺徽地锅鸡(星荟广场店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,47,1.1883
674,南田云米·传统菊花过桥米线,西湖区,餐饮服务;快餐厅;快餐厅,4.6,47,1.1883
675,粤蒸倌·瑶姐古法干蒸菜(钱塘高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,48,1.182
676,小苏哥·湘菜(杭行荟店),余杭区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,48,1.182
677,元气考拉·湖南小炒,萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,49,1.1759
678,喜贡·爆炒新桥三嫩(联合中心店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49,1.1759
679,骨里香饺子居(萧清大道店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49,1.1759
680,椿芽·鲜牛肉杭州拌川(杭州鼓楼店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50,1.1699
681,西月楼·杭帮菜(河坊街店),上城区,餐饮服务;中餐厅;浙江菜,4.6,50,1.1699
682,大苑丰炝锅鱼,滨江区,餐饮服务;中餐厅;中餐厅,4.6,50,1.1699
683,粤蒸倌瑶姐古法干蒸菜(德胜路店),拱墅区,餐饮服务;中餐厅;广东菜(粤菜),4.6,50,1.1699
684,妙手菜湘.长沙菜(杭州首店),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
685,大嘴巴湘菜馆·干煸小龙虾(钱江世纪城店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
686,大嘴巴湘菜馆·干煸小龙虾(杭州彩虹城店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,50,1.1699
687,梦幻烤房·BURGER·BBQ,上城区,餐饮服务;快餐厅;快餐厅,4.6,50,1.1699
688,麺屋猪一(左右世界店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,50,1.1699
689,外婆家(杭州望江店),上城区,餐饮服务;中餐厅;浙江菜,4.6,51,1.1642
690,川湘馆(邮电路店),上城区,餐饮服务;中餐厅;四川菜(川菜),4.6,51,1.1642
