排名,name,adname,type,rating,cost,性价比
896,厨创东北小酒馆(EFC新店),余杭区,餐饮服务;中餐厅;东北菜,4.6,84,1.0354
897,寄畅興·百年蟹黄面·非遗杭帮菜(西湖庭院景观店),上城区,餐饮服务;中餐厅;中餐厅,4.6,85,1.0327
898,王翁记石锅翅·乳鸽专门店,上城区,餐饮服务;快餐厅;快餐厅,4.6,85,1.0327
899,徽姐姐徽菜·臭鳜鱼(潮王路店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,85,1.0327
900,焰请烤肉铺子(杭州天虹购物中心店),上城区,餐饮服务;中餐厅;中餐厅,4.6,85,1.0327
901,三两好友深夜食堂小龙虾·烤乳猪·罗氏虾(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,85,1.0327
902,山葵村烤肉(滨江星光大道店),滨江区,餐饮服务;外国餐厅;外国餐厅,4.6,85,1.0327
903,李氏龙虾烧烤烤鱼(缔逸城商业街店),余杭区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,85,1.0327
904,江浙荟(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,86,1.03
905,洞庭3000里·乡野湖南菜(杭州中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,86,1.03
906,凯旋烧烤(建国北路),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,86,1.03
907,很久以前羊肉串(杭州来福士店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,87,1.0274
908,苏小蟹·蟹黄面(西溪湿地博物馆店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,87,1.0274
909,小杨小黄鱼超人龙虾(景芳店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,87,1.0274
910,蛙小侠(银隆B座店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,88,1.0248
911,大鱼徽州·皖南家宴(文二店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,88,1.0248
912,马氏脉舟东北清真菜(文一路店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,88,1.0248
913,李百蟹·湖景蟹黄面·望湖楼(西湖断桥店),西湖区,餐饮服务;中餐厅;海鲜酒楼,4.6,88,1.0248
914,凹凹板正一把串·深夜食堂,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,88,1.0248
915,品蝦居小龙虾大闸蟹,拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,88,1.0248
916,小马烧烤,上城区,餐饮服务;中餐厅;中餐厅,4.6,89,1.0223
917,福临潮汕牛档·鲜烤牛肉·沙茶火锅·牛腩饭·烧烤,萧山区,餐饮服务;中餐厅;中餐厅,4.6,89,1.0223
918,光头龙虾(丁桥店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,89,1.0223
919,小南门龙虾(天润店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,89,1.0223
920,味舵主重庆火锅(明星路店),萧山区,餐饮服务;中餐厅;火锅店,4.6,90,1.0198
921,潮汕叶记鲜牛肉火锅(华星时代广场店),西湖区,餐饮服务;中餐厅;火锅店,4.6,90,1.0198
922,肥猫·小龙虾·鲜货烧烤·炒菜大排档(杭州滨江区),滨江区,餐饮服务;中餐厅;中餐厅,4.6,90,1.0198
923,鹤之乡·齐齐哈尔烤肉(秋涛路店),上城区,餐饮服务;中餐厅;中餐厅,4.6,91,1.0173
924,费大厨辣椒炒肉(金沙天街店),钱塘区,餐饮服务;中餐厅;中餐厅,4.6,91,1.0173
925,黄记老厨·传统杭帮菜(清泰街店),上城区,餐饮服务;中餐厅;浙江菜,4.6,92,1.0149
926,张笨笨四川火锅(滨江天街店),滨江区,餐饮服务;中餐厅;火锅店,4.6,92,1.0149
927,舟舢海鲜小馆·舟山小海鲜(西湖店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,92,1.0149
928,不老里·杭州本地菜(西湖长生路店),上城区,餐饮服务;中餐厅;浙江菜,4.6,93,1.0125
929,小笨鸡潮汕煲店(杭州首店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,93,1.0125
930,趣东北齐齐哈尔家庭烤肉,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,93,1.0125
931,COMMUNE幻师(杭州湖滨in77店),上城区,体育休闲服务;娱乐场所;酒吧|餐饮服务;中餐厅;中餐厅,4.6,93,1.0125
932,蒲记·潮州夜档(凤起东路店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,94,1.0101
933,阿盼鱼捞·斑鱼海鲜粥火锅·南国传承(杭州湖滨in77B区店),上城区,餐饮服务;中餐厅;火锅店,4.6,94,1.0101
934,望江门小龙虾(西湖店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,94,1.0101
935,望江门小龙虾·烧烤(杭州总店),上城区,餐饮服务;中餐厅;中餐厅,4.6,95,1.0078
936,四灶儿·地道杭帮菜(鼓楼1店),上城区,餐饮服务;中餐厅;中餐厅,4.6,95,1.0078
937,玺炖·中国铁锅炖(亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,95,1.0078
938,舞麦UMAI日本料理(中山北路店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,95,1.0078
939,八壶西餐·CLUB,萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,95,1.0078
940,Moss苔藓·创意融合料理,富阳区,餐饮服务;中餐厅;中餐厅,4.6,95,1.0078
941,东北主烤官·老七龙虾(中豪五星国际店),上城区,餐饮服务;中餐厅;中餐厅,4.6,95,1.0078
942,撒椒川念餐厅(转江街店),西湖区,餐饮服务;中餐厅;四川菜(川菜),4.6,96,1.0055
943,竹村·烧鸟居酒屋(联合中心店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,96,1.0055
944,马大虾小龙虾(余杭店)杭城十星级大排档,余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,96,1.0055
945,戒指龙虾·小龙虾·烧烤(天城东路店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.6,96,1.0055
946,杭百味·湖景杭帮菜(西湖店),上城区,餐饮服务;中餐厅;浙江菜,4.6,97,1.0033
947,潮味鲜·鱼生虾生(黄姑山路店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,97,1.0033
948,和家轩顺德菜(朝晖店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,97,1.0033
949,三两好友深夜食堂(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,97,1.0033
950,舟舢海鲜小馆·舟山小海鲜(钱江新城店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,98,1.0011
951,江南驿·二十余年创意杭帮味(运河店),拱墅区,餐饮服务;中餐厅;综合酒楼,4.6,98,1.0011
952,容桂婆·顺德排档(杭州首店),余杭区,餐饮服务;中餐厅;中餐厅,4.6,98,1.0011
953,沈厨臭鳜鱼·山野徽州土菜(高德置地店),上城区,餐饮服务;中餐厅;安徽菜(徽菜),4.6,98,1.0011
954,萍姐火锅(天阳·明珠商业中心店),上城区,餐饮服务;中餐厅;火锅店,4.6,98,1.0011
955,1987熬夜烧烤,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,98,1.0011
956,Fun.d方地餐厅,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,98,1.0011
957,马鸿兴·川小馆(杭州总店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,99,0.9989
958,渔湘记本地特色鱼头馆,淳安县,餐饮服务;中餐厅;中餐厅,4.6,99,0.9989
959,大川日本料理·深夜居酒屋(龙湖滨江天街),滨江区,餐饮服务;外国餐厅;日本料理,4.6,99,0.9989
960,大川日本料理·烧鸟居酒屋(萧山加州阳光店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,99,0.9989
961,Patechin·窑炉披萨·西餐(杭州临平inPARK店),临平区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,99,0.9989
962,国滨家宴·新味萧山菜(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,100,0.9967
963,薛飘飘火锅,滨江区,餐饮服务;中餐厅;火锅店,4.6,100,0.9967
964,滨寿司(龙湖滨江天街店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,100,0.9967
965,俄士厨房(杭州城西银泰城店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,100,0.9967
966,台舟半岛·台州菜·小海鲜(临平店),临平区,餐饮服务;餐饮相关场所;餐饮相关,4.6,100,0.9967
967,喜牛吉烤肉·和牛放题(501城市广场店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,101,0.9946
968,玲珑小镇·创意私房菜(西湖南山路店),上城区,餐饮服务;中餐厅;浙江菜,4.6,101,0.9946
969,潮马夜档,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,101,0.9946
970,徽州名灶妈妈菜(喜悦广场店),临平区,餐饮服务;中餐厅;中餐厅,4.6,101,0.9946
971,湘宜艺术餐厅(星澜里店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.6,102,0.9925
972,周骏牛肉串(庆春店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,102,0.9925
973,泽川创作料理(西湖大道店),上城区,餐饮服务;外国餐厅;日本料理,4.6,102,0.9925
974,滨寿司(杭州亚奥万象天地店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,104,0.9884
975,八合里潮汕鲜牛肉火锅(杭州来福士店),上城区,餐饮服务;中餐厅;火锅店,4.6,105,0.9864
976,芸山季·云南山珍菌火锅(杭州湖滨in77店),上城区,餐饮服务;中餐厅;火锅店,4.6,105,0.9864
977,重庆高老九火锅(龙湖西溪天街店),西湖区,餐饮服务;中餐厅;火锅店,4.6,105,0.9864
978,忙姐重庆老火锅(三新大厦店),上城区,餐饮服务;中餐厅;火锅店,4.6,106,0.9844
979,任富贵重庆老火锅(杭州潮王路店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,106,0.9844
980,战友深夜食堂(金铂湾店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,106,0.9844
981,蓝晓馆 · 融合餐厅,西湖区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,107,0.9825
982,武林虾客·小龙虾·江南生腌(滨江店),滨江区,餐饮服务;中餐厅;海鲜酒楼,4.6,107,0.9825
983,西塔老太太泥炉烤肉(五福天虹购物中心A座店),上城区,餐饮服务;中餐厅;中餐厅,4.6,108,0.9805
984,313羊庄(钱江国际时代广场-地下广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,109,0.9786
985,肉大利Max·炭火烧肉(庆春店),上城区,餐饮服务;中餐厅;中餐厅,4.6,109,0.9786
986,Grande A’moo(城西银泰百货店),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.6,109,0.9786
987,三生小坞·山野食集(杭州西湖灵隐店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,110,0.9767
988,潮中人潮汕夜档,西湖区,餐饮服务;中餐厅;中餐厅,4.6,110,0.9767
989,寄畅興·江南蟹黄面·非遗杭帮菜(西湖湖景店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,111,0.9749
990,And 百年洋房·西餐酒馆,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,111,0.9749
991,怀谷居酒屋(中兴花园百合苑店)(装修中),滨江区,餐饮服务;外国餐厅;日本料理,4.6,112,0.9731
992,casa小屋墨西哥餐厅,西湖区,餐饮服务;外国餐厅;外国餐厅,4.6,112,0.9731
993,上岸·鲜·辣炒小海鲜(LOFT49店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,112,0.9731
994,篝火旁·酱油小串户外露营烧烤(滨江店),滨江区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,113,0.9712
995,望江门阿根龙虾,上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,113,0.9712
996,江南红楼,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,114,0.9695
997,燊海记·盐帮川菜(杭州店),余杭区,餐饮服务;中餐厅;四川菜(川菜),4.6,114,0.9695
998,马厂老火锅(杭州首店),西湖区,餐饮服务;中餐厅;火锅店,4.6,114,0.9695
999,可爸海鲜小龙虾大闸蟹(城西店No1),西湖区,餐饮服务;中餐厅;中餐厅,4.6,114,0.9695
1000,半勺晴山·中国徽菜(杭州中心店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,115,0.9677
1001,谧径莫奈花园餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.6,115,0.9677
1002,柒园·三十年创意杭帮菜(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,116,0.9659
1003,海农日记餐厅(奥体店),萧山区,餐饮服务;中餐厅;浙江菜,4.6,117,0.9642
1004,禧粤鱼捞·斑鱼海鲜粥火锅(萧山万象汇店),萧山区,餐饮服务;中餐厅;火锅店,4.6,118,0.9625
1005,鸟剑居酒屋(星澜里店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,118,0.9625
1006,魔宗·烧肉(亚奥万象天地店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,118,0.9625
1007,醉天青·西湖醋鱼小馆,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,119,0.9608
1008,珮姐重庆火锅(杭州湖滨in77店),上城区,餐饮服务;中餐厅;火锅店,4.6,119,0.9608
1009,海底捞火锅(武林广场国大店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,120,0.9592
1010,海底捞火锅(上城天街店),上城区,餐饮服务;中餐厅;火锅店,4.6,120,0.9592
1011,潮中人潮州菜(古墩路店),西湖区,餐饮服务;中餐厅;潮州菜,4.6,120,0.9592
1012,禧粤鱼捞·斑鱼海鲜粥火锅(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;火锅店,4.6,120,0.9592
1013,罗氏京東盛·老北京铜锅涮肉·烤串(西湖总店),上城区,餐饮服务;中餐厅;火锅店,4.6,120,0.9592
1014,牛小新烧肉屋(滨江银泰店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,120,0.9592
1015,bistroduvin·法社,上城区,餐饮服务;外国餐厅;法式菜品餐厅,4.6,120,0.9592
1016,向东海·台州菜·小海鲜(杭州来福士中心店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,121,0.9575
1017,BM南法餐厅(杭罐1958店),上城区,餐饮服务;外国餐厅;外国餐厅,4.6,121,0.9575
1018,不会飞的烧鸟(华家池店),上城区,餐饮服务;外国餐厅;日本料理,4.6,121,0.9575
1019,缦云里花园餐厅(杭州湖滨in77D区店),上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,121,0.9575
1020,九洲籍.新派潮菜(杭州首店),上城区,餐饮服务;中餐厅;中餐厅,4.6,122,0.9559
1021,万寿居酒屋,拱墅区,餐饮服务;外国餐厅;日本料理,4.6,122,0.9559
1022,BlueFrog 蓝蛙X 臻选,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,124,0.9527
1023,洪阿福·能单点de潮汕牛肉自助火锅(滨江首店),滨江区,餐饮服务;中餐厅;火锅店,4.6,124,0.9527
1024,寻味江南(运河映巷街区店),上城区,餐饮服务;中餐厅;中餐厅,4.6,124,0.9527
1025,Angelo's意大利西餐厅(滨江店),滨江区,餐饮服务;外国餐厅;意式菜品餐厅,4.6,125,0.9511
1026,路小缦·望潮时鲜,上城区,餐饮服务;中餐厅;浙江菜,4.6,127,0.9481
1027,路小缦·九段厨林(钱江新城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,128,0.9465
1028,Reallee意大利餐厅,余杭区,餐饮服务;外国餐厅;外国餐厅,4.6,128,0.9465
1029,七欣天(杭州亚奥万象天地店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,129,0.945
1030,七欣天(杭州西联广场店),拱墅区,餐饮服务;中餐厅;海鲜酒楼|餐饮服务;中餐厅;火锅店,4.6,129,0.945
1031,七欣天(艮山西路店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,129,0.945
1032,喜禄顺德小馆(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.6,130,0.9436
1033,柠月·寿喜烧(黄龙国际中心店),西湖区,餐饮服务;外国餐厅;日本料理,4.6,130,0.9436
1034,翠熙餐厅,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,130,0.9436
1035,奉天小馆·品质东北菜(杭州首店),上城区,餐饮服务;中餐厅;中餐厅,4.6,131,0.9421
1036,喜禄(杭州中心店),拱墅区,餐饮服务;中餐厅;火锅店,4.6,131,0.9421
1037,山海盟海鲜烤肉自助餐厅(中大银泰店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,132,0.9406
1038,可爸海鲜小龙虾大闸蟹(城东店No3),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,132,0.9406
1039,左庭右院鲜牛肉火锅(来福士店),上城区,餐饮服务;中餐厅;火锅店,4.6,133,0.9392
1040,盱眙·战友龙虾(转塘店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,133,0.9392
1041,金榜龙虾馆(星耀城店),滨江区,餐饮服务;中餐厅;海鲜酒楼,4.6,133,0.9392
1042,厚贞日式烤肉(杭州滨江宝龙城店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,134,0.9378
1043,杭儿风餐厅(来福士店),上城区,餐饮服务;中餐厅;浙江菜,4.6,135,0.9364
1044,澳骄小屋 Aussie Kitchen(城东店),上城区,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;糕饼店;糕饼店,4.6,135,0.9364
1045,台客熊烧鸟(庆谐路店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,135,0.9364
1046,御·拾串·烧鸟放题(鼓楼店),上城区,餐饮服务;中餐厅;中餐厅,4.6,136,0.935
1047,炙·烧鸟·烧肉·深夜食堂(都会山店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,138,0.9322
1048,苏面坊·蟹黄面·蟹黄火锅(蜻蜓公园店),上城区,餐饮服务;中餐厅;中餐厅,4.6,139,0.9309
1049,台舟半岛·台州菜·小海鲜(奥体店),萧山区,餐饮服务;中餐厅;海鲜酒楼,4.6,140,0.9295
1050,漫野串烧·炭火烧鸟(钱江世纪城店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,141,0.9282
1051,野果yeego(杭州万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,143,0.9256
1052,嗨小鲜-无骨鱼专家,西湖区,餐饮服务;中餐厅;中餐厅,4.6,143,0.9256
1053,卜卜串烧鸟·羊肉炉苍蝇馆(深蓝国际店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,143,0.9256
1054,杭越小鲜(杭州来福士中心店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,144,0.9243
1055,尹目·烧鸟居酒屋,上城区,餐饮服务;外国餐厅;日本料理,4.6,144,0.9243
1056,厚贞烤肉(杭州中心店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,144,0.9243
1057,巴奴毛肚火锅(杭州东站万象汇店),上城区,餐饮服务;中餐厅;火锅店,4.6,145,0.923
1058,巴奴毛肚火锅(杭州上城龙湖天街店),上城区,餐饮服务;中餐厅;火锅店,4.6,145,0.923
1059,巴奴毛肚火锅(杭州萧山万象汇店),萧山区,餐饮服务;中餐厅;火锅店,4.6,145,0.923
1060,可爸海鲜小龙虾私房菜(余杭店No.8),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,145,0.923
1061,强子海鲜(奥体店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,146,0.9218
1062,江南虾客·龙虾烧烤(钱江世纪城店),萧山区,餐饮服务;中餐厅;火锅店,4.6,147,0.9205
1063,德悦小江南(海威新界店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,148,0.9193
1064,绿茶餐厅(三潭印月·西湖总店),上城区,餐饮服务;中餐厅;浙江菜,4.6,150,0.9168
1065,七条鱼日本料理(滨江天街店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,154,0.9121
1066,粤潮醉虾打边炉,西湖区,餐饮服务;中餐厅;中餐厅,4.6,155,0.9109
1067,蔻餐厅The Coeur,上城区,餐饮服务;外国餐厅;外国餐厅,4.6,155,0.9109
1068,SOLAR索拉餐厅(BIRLAND玉鸟集店),余杭区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,157,0.9086
1069,战友龙虾(上城店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,158,0.9075
1070,大酒·烧鸟·居酒屋(国货路店),上城区,餐饮服务;外国餐厅;日本料理,4.6,158,0.9075
1071,七条鱼日本料理(新天地店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,158,0.9075
1072,牛小新烧肉·和牛放题(萧山万象汇店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,158,0.9075
1073,七条鱼日本料理(国大城市广场店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,159,0.9064
1074,牛小新烧肉·和牛放题(杭州中心店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,160,0.9053
1075,山上下日本料理(杭州中心),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,160,0.9053
1076,Nodus诺德斯西餐厅(江南慢村店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,160,0.9053
1077,酒食胡同·烧鸟酒场,萧山区,餐饮服务;外国餐厅;日本料理,4.6,161,0.9042
1078,钱江新城万豪酒店中餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.6,165,0.8998
1079,一家人扬州龙虾(七乐汇生活广场店),拱墅区,餐饮服务;中餐厅;海鲜酒楼,4.6,165,0.8998
1080,slim's steak house斯利姆牛排餐廳,滨江区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,168,0.8967
1081,牛小新烧肉·和牛放题(龙湖杭州金沙天街店),钱塘区,餐饮服务;餐饮相关场所;餐饮相关,4.6,171,0.8936
1082,青蜂西餐厅(江滨一号店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,175,0.8897
1083,牛哒寿喜烧·和牛海鲜自助火锅(奥体店),萧山区,餐饮服务;外国餐厅;日本料理,4.6,176,0.8887
1084,渔万(浙江民营企业发展大厦店),萧山区,餐饮服务;餐饮相关场所;餐饮相关,4.6,178,0.8868
1085,Tomacado花厨(in77·杭州首店),上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,178,0.8868
1086,龙虾小弟,上城区,餐饮服务;中餐厅;浙江菜|餐饮服务;中餐厅;海鲜酒楼,4.6,179,0.8858
1087,Modern·湖畔餐厅(和达湖畔中心店),钱塘区,餐饮服务;外国餐厅;外国餐厅,4.6,180,0.8849
1088,露天西餐厅(麦道大厦店),临平区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,181,0.8839
1089,The boots泥靴City(杭州平安悦坊店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,182,0.883
1090,Le Nid Etoilé 楽·法餐,上城区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,188,0.8776
1091,御牛道日式烤肉料理(奥体印象城店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,193,0.8732
1092,牛New寿喜烧(大悦城店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,196,0.8707
1093,牛排家(杭州城北万象城店),余杭区,餐饮服务;外国餐厅;西餐厅(综合风味)|餐饮服务;外国餐厅;牛扒店(扒房),4.6,199,0.8682
1094,壹恒·板前料理(杭州首店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,201,0.8666
1095,一绪に寿喜烧放题(杭州嘉里中心店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,210,0.8595
1096,喜佑西餐厅(杭州临平inPARK店),临平区,餐饮服务;外国餐厅;外国餐厅,4.6,212,0.858
1097,JUAN卷石西餐?和牛牛排,西湖区,餐饮服务;外国餐厅;外国餐厅,4.6,214,0.8565
1098,Sushi Hanzo半藏(杭州中心店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,220,0.8521
1099,喜久料理,拱墅区,餐饮服务;外国餐厅;日本料理,4.6,224,0.8493
1100,庖云府·浙粤荟,西湖区,餐饮服务;中餐厅;中餐厅,4.6,225,0.8486
1101,彩丰楼中餐厅(杭州奥克斯中心皇冠假日酒店店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,225,0.8486
1102,樨香(钱江新城店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,233,0.8432
1103,醉玖兰亭·精细绍兴菜(杭州万象城店),上城区,餐饮服务;中餐厅;中餐厅,4.6,235,0.8419
1104,大渔铁板烧(龙湖杭州滨江天街店),滨江区,餐饮服务;外国餐厅;日本料理,4.6,236,0.8412
1105,Lapedrera巴特洛·西班牙餐厅(白沙泉店),西湖区,餐饮服务;外国餐厅;西餐厅(综合风味),4.6,237,0.8406
1106,九井禅意料理(武林总店),拱墅区,餐饮服务;外国餐厅;日本料理,4.6,238,0.84
1107,牛排家(杭州亚奥万象天地店),萧山区,餐饮服务;外国餐厅;牛扒店(扒房),4.6,244,0.8362
1108,临江鲜(江鲜·蒸菜·精致浙菜),上城区,餐饮服务;中餐厅;中餐厅,4.6,250,0.8325
1109,锦香来(钱江新城店),上城区,餐饮服务;中餐厅;浙江菜,4.6,251,0.8319
1110,文兴酒家(博地中心店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,253,0.8307
1111,味象餐厅,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,254,0.8301
1112,熹粤荟·岚廷,拱墅区,商务住宅;住宅区;住宅小区|餐饮服务;中餐厅;广东菜(粤菜),4.6,260,0.8267
1113,杭州久泰饭店·遇见咖啡厅,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,260,0.8267
1114,大江户居酒屋(中山中路店),上城区,餐饮服务;外国餐厅;日本料理,4.6,271,0.8206
1115,大渔臻选·棠膳(杭州万象城店),上城区,餐饮服务;外国餐厅;日本料理,4.6,274,0.819
1116,香隐钱塘(江景餐厅),上城区,餐饮服务;中餐厅;中餐厅,4.6,278,0.8169
1117,本逸·篹·和牛烧肉(黄龙店),西湖区,餐饮服务;餐饮相关场所;餐饮相关,4.6,328,0.7936
1118,东富酒家(杭州大厦购物城D座店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,350,0.7849
1119,Kōyō izakaya·日法融合料理,拱墅区,餐饮服务;外国餐厅;日本料理,4.6,351,0.7845
1120,加奈日本料理(庆丰公寓店),西湖区,餐饮服务;外国餐厅;日本料理,4.6,384,0.7727
1121,杭台荟·台州海鲜(杭州来福士中心店),上城区,餐饮服务;中餐厅;海鲜酒楼,4.6,414,0.7631
1122,勇日本料理(万科金色城品店),上城区,餐饮服务;外国餐厅;日本料理,4.6,431,0.758
1123,湖上牧云(杭州来福士中心店),上城区,餐饮服务;中餐厅;中餐厅,4.6,518,0.7358
1124,安和隐世·拾璞,滨江区,餐饮服务;中餐厅;广东菜(粤菜),4.6,538,0.7314
1125,观言·鎏金(杭州湖滨in77A区北区店),上城区,餐饮服务;中餐厅;潮州菜,4.6,554,0.728
1126,喜鹤楟日料(来福士康莱德酒店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,568,0.7251
1127,瑞四季·新潮粤菜(杭州来福士中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.6,587,0.7214
1128,老乾杯(杭州万象城店),上城区,餐饮服务;外国餐厅;日本料理,4.6,640,0.7117
1129,杭州康莱德酒店·里安(新业路店),上城区,餐饮服务;中餐厅;浙江菜,4.6,703,0.7016
1130,云端37号·顶层江景餐厅,上城区,餐饮服务;中餐厅;中餐厅,4.6,784,0.6901
1131,鮨冠omakase(杭州首店),上城区,餐饮服务;外国餐厅;日本料理,4.6,1020,0.6639
1132,AmbréCiel珀·餐厅,西湖区,餐饮服务;外国餐厅;法式菜品餐厅,4.6,1475,0.6304
