综合排名,name,adname,type,rating,cost,性价比,评分标准化,消费友好度,性价比标准化,综合得分
1,晓麟家奶茶(采荷店),上城区,餐饮服务;冷饮店;冷饮店,4.6,8,2.093550221241726,0.8636363636363635,0.9993188010899182,0.9540363582134435,92.47
2,昙花庵路(蜜雪冰城店),上城区,餐饮服务;冷饮店;冷饮店,4.5,7,2.1640425613334453,0.8181818181818181,1.0,1.0,91.82
3,重庆四间火锅(杭州首店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,13,1.7809389539427707,0.909090909090909,0.9959128065395095,0.7502021218996104,88.31
4,晓麟奶茶(近江家园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,11,1.8511761801564852,0.8636363636363635,0.997275204359673,0.795999419897776,87.68
5,蜜雪冰城(双菱路137-1),上城区,餐饮服务;冷饮店;冷饮店,4.3,7,2.0678628919408477,0.7272727272727271,1.0,0.9372872589368035,85.85
6,瑞幸咖啡(501城市广场店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,13,1.7430466357737755,0.8636363636363635,0.9959128065395095,0.7254949134778759,85.53
7,陕西罗家凉皮,上城区,餐饮服务;中餐厅;中餐厅,4.7,19,1.5688985432680702,0.909090909090909,0.9918256130790191,0.61194384493157,84.06
8,楠哥煎饺,上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,19,1.5688985432680702,0.909090909090909,0.9918256130790191,0.61194384493157,84.06
9,蜜雪冰城(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.4,10,1.834942522266684,0.7727272727272727,0.9979564032697548,0.7854144678992825,83.28
10,蜜雪冰城(尊宝大厦店),上城区,餐饮服务;冷饮店;冷饮店,4.2,7,2.019773057244549,0.6818181818181819,1.0,0.9059308884052053,82.86
11,蜜雪冰城(四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.2,7,2.019773057244549,0.6818181818181819,1.0,0.9059308884052053,82.86
12,瑞幸咖啡(迪凯国际店),上城区,餐饮服务;咖啡厅;咖啡厅,4.5,13,1.7051543176047803,0.8181818181818181,0.9959128065395095,0.7007877050561411,82.74
13,弯湾·爱生活茶饮铺(金牛坊店),上城区,餐饮服务;冷饮店;冷饮店,4.5,13,1.7051543176047803,0.8181818181818181,0.9959128065395095,0.7007877050561411,82.74
14,绝美嘉海鲜馄饨(杭州总店),拱墅区,餐饮服务;快餐厅;快餐厅,4.7,23,1.478892508087387,0.909090909090909,0.989100817438692,0.5532565442363406,82.23
15,蜜雪冰城(双菱路店),上城区,餐饮服务;冷饮店;冷饮店,4.3,9,1.8674662721839825,0.7272727272727271,0.9986376021798365,0.8066211690643905,81.89
16,崔酱,拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.7,26,1.426041455048712,0.909090909090909,0.9870572207084469,0.5187956813007191,81.15
17,王老笨·东北过桥米线(龙湖杭州西溪天街店),西湖区,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,20,1.5109101982640347,0.8636363636363635,0.9911444141689373,0.5741332755265429,80.87
18,郑阿公顺德鸡煲饭双皮奶(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.7,28,1.3957787605548395,0.909090909090909,0.9856948228882834,0.49906327282339386,80.52
19,郑阿公顺德鸡煲饭双皮奶(八方城店),余杭区,餐饮服务;中餐厅;中餐厅,4.7,28,1.3957787605548395,0.909090909090909,0.9856948228882834,0.49906327282339386,80.52
20,1点点(江干四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.3,10,1.793239283124259,0.7272727272727271,0.9979564032697548,0.7582223964942549,80.42
21,麦当劳(中南国际商城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,22,1.4670733489574845,0.8636363636363635,0.9897820163487738,0.5455500105085866,79.97
22,新丰小吃(太平门直街分店),上城区,餐饮服务;中餐厅;中餐厅,4.5,17,1.5568931531753711,0.8181818181818181,0.9931880108991825,0.6041158816520036,79.77
23,布蕾克喝茶工坊(近江五园店),上城区,餐饮服务;冷饮店;冷饮店,4.6,23,1.4474267100429743,0.8636363636363635,0.989100817438692,0.5327396672542499,79.57
24,麦当劳(杭州凤起路餐厅),拱墅区,餐饮服务;快餐厅;麦当劳,4.6,23,1.4474267100429743,0.8636363636363635,0.989100817438692,0.5327396672542499,79.57
25,正宗淮南牛肉汤,拱墅区,餐饮服务;中餐厅;中餐厅,4.6,23,1.4474267100429743,0.8636363636363635,0.989100817438692,0.5327396672542499,79.57
26,竹仙制麵·GINZA鶏白汤拉麺(兴耀·星澳商务中心店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.7,32,1.3441984372625695,0.909090909090909,0.9829700272479565,0.46543097320110954,79.45
27,本分冒菜(元天科技店),滨江区,餐饮服务;快餐厅;快餐厅,4.8,46,1.2467054504269033,0.9545454545454544,0.973433242506812,0.401861900053793,79.35
28,新丰小吃(高银街分店),上城区,餐饮服务;快餐厅;快餐厅,4.5,18,1.5283047235279887,0.8181818181818181,0.9925068119891008,0.585475156463384,79.2
29,茶百道(四季青店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6247852415029624,0.7727272727272727,0.9952316076294278,0.6483840620524612,79.11
30,好再来奶茶店(采荷街道青荷苑社区店),上城区,餐饮服务;冷饮店;冷饮店,4.4,14,1.6247852415029624,0.7727272727272727,0.9952316076294278,0.6483840620524612,79.11
31,茶百道(杭州萧山钱江大观店),萧山区,餐饮服务;休闲餐饮场所;休闲餐饮场所,4.4,14,1.6247852415029624,0.7727272727272727,0.9952316076294278,0.6483840620524612,79.11
32,肯德基(朝晖店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,25,1.4118673115786202,0.8636363636363635,0.9877384196185286,0.5095536097190001,78.84
33,肥悦冒菜,上城区,餐饮服务;中餐厅;中餐厅,4.7,36,1.3016080990216297,0.909090909090909,0.9802452316076294,0.43766048001095953,78.55
34,骑点咖啡 Ride Cafe,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,26,1.395700147494484,0.8636363636363635,0.9870572207084469,0.49901201416832247,78.51
35,麦当劳(江南明新DT店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.395700147494484,0.8636363636363635,0.9870572207084469,0.49901201416832247,78.51
36,麦当劳(加州阳光·开元广场店),萧山区,餐饮服务;快餐厅;麦当劳,4.6,26,1.395700147494484,0.8636363636363635,0.9870572207084469,0.49901201416832247,78.51
37,老姑东北人(立涛园店),萧山区,餐饮服务;中餐厅;东北菜,4.9,78,1.1214231558418588,1.0000000000000002,0.9516348773841962,0.3201731590783568,78.4
38,老秦凉都黄牛肉馆(滨江总店),滨江区,餐饮服务;中餐厅;中餐厅,4.9,78,1.1214231558418588,1.0000000000000002,0.9516348773841962,0.3201731590783568,78.4
39,古茗(杭州上城观音塘店),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.58696454497786,0.7727272727272727,0.9945504087193461,0.6237235536208214,78.35
40,古茗(杭州太平门直街),上城区,餐饮服务;冷饮店;冷饮店,4.4,15,1.58696454497786,0.7727272727272727,0.9945504087193461,0.6237235536208214,78.35
41,麦当劳(杭州大厦501城市广场店),上城区,餐饮服务;快餐厅;麦当劳,4.6,27,1.3804674911019001,0.8636363636363635,0.9863760217983651,0.4890797525782627,78.2
42,王阿盖手工小吃(庆春银泰店),上城区,地名地址信息;普通地名;村庄级地名|餐饮服务;中餐厅;中餐厅,4.6,27,1.3804674911019001,0.8636363636363635,0.9863760217983651,0.4890797525782627,78.2
43,chofo出伏咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.6,27,1.3804674911019001,0.8636363636363635,0.9863760217983651,0.4890797525782627,78.2
44,肯德基(杭州和平饭店),拱墅区,餐饮服务;快餐厅;肯德基,4.6,27,1.3804674911019001,0.8636363636363635,0.9863760217983651,0.4890797525782627,78.2
45,麦当劳(星耀中心店),滨江区,餐饮服务;快餐厅;麦当劳,4.5,20,1.47806432438873,0.8181818181818181,0.9911444141689373,0.5527165374950549,78.18
46,麦当劳(杭州三里亭),上城区,餐饮服务;快餐厅;麦当劳,4.5,20,1.47806432438873,0.8181818181818181,0.9911444141689373,0.5527165374950549,78.18
47,郑阿公顺德鸡煲饭双皮奶(滨江宝龙店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,38,1.282904575924168,0.909090909090909,0.978882833787466,0.42546508353696305,78.15
48,荆九爷爆炒桥头三嫩(萧山店),萧山区,餐饮服务;中餐厅;特色/地方风味餐厅,4.8,55,1.192442392312652,0.9545454545454544,0.9673024523160763,0.3664803570072525,78.13
49,荆九爷爆炒桥头三嫩(滨江店),滨江区,餐饮服务;中餐厅;四川菜(川菜),4.8,55,1.192442392312652,0.9545454545454544,0.9673024523160763,0.3664803570072525,78.13
50,CoCo都可(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.3,12,1.6764463545805042,0.7272727272727271,0.9965940054495913,0.6820690396358604,78.1
51,湘香蒸菜馆(湘湖路店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.9,83,1.1058909050988452,1.0000000000000002,0.9482288828337875,0.31004555076854684,78.01
52,老秦凉都黄牛肉馆(萧山店),萧山区,餐饮服务;中餐厅;中餐厅,4.9,83,1.1058909050988452,1.0000000000000002,0.9482288828337875,0.31004555076854684,78.01
53,三冬麻辣串,余杭区,餐饮服务;中餐厅;中餐厅,4.7,39,1.274099644204539,0.909090909090909,0.9782016348773842,0.4197239387971297,77.96
54,满丼肉剧场,拱墅区,餐饮服务;外国餐厅;日本料理,4.7,39,1.274099644204539,0.909090909090909,0.9782016348773842,0.4197239387971297,77.96
55,素新风·食养自助餐厅(杭州·501广场店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
56,复兴面王(杭州莲荷里店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
57,费大厨辣椒炒肉(杭州湖滨in77店),上城区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
58,费大厨辣椒炒肉(滨江龙湖天街店),滨江区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
59,费大厨辣椒炒肉(萧山万象汇店),萧山区,餐饮服务;中餐厅;中餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
60,东北蒸饺菜馆(余杭店),余杭区,餐饮服务;餐饮相关场所;餐饮相关,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
61,Section沙县咖啡(太平门直街店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
62,银记肠粉(新华路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
63,麦当劳(星耀城二期城市生活广场店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
64,麦当劳(西湖银泰百货店),上城区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
65,麦当劳(杭州滨江中南乐游城店),滨江区,餐饮服务;快餐厅;麦当劳,4.6,28,1.3660813401175023,0.8636363636363635,0.9856948228882834,0.4796994441692381,77.9
66,老秦凉都黄牛肉馆(市心北路店),萧山区,餐饮服务;中餐厅;中餐厅,4.9,85,1.1000489351428269,1.0000000000000002,0.946866485013624,0.3062363678979417,77.86
67,单羊世家·单县羊肉汤(景昙店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,40,1.2656277879026379,0.909090909090909,0.9775204359673024,0.41419997168494266,77.77
68,咸鱼仔饮食店,滨江区,餐饮服务;中餐厅;中餐厅,4.7,40,1.2656277879026379,0.909090909090909,0.9775204359673024,0.41419997168494266,77.77
69,如意Teppanyaki,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.7,40,1.2656277879026379,0.909090909090909,0.9775204359673024,0.41419997168494266,77.77
70,麦当劳(杭州莲荷里店),滨江区,餐饮服务;快餐厅;麦当劳,4.5,21,1.4558195391690263,0.8181818181818181,0.9904632152588556,0.5382121056925782,77.73
71,麦当劳(大华·星河商务大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3524648774579477,0.8636363636363635,0.9850136239782017,0.47082100133035004,77.61
72,麦当劳(智谷国际人才大厦店),上城区,餐饮服务;快餐厅;麦当劳,4.6,29,1.3524648774579477,0.8636363636363635,0.9850136239782017,0.47082100133035004,77.61
73,重庆小天鹅麻辣烫(凤起路店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,41,1.2574680161695537,0.909090909090909,0.9768392370572208,0.4088794953819634,77.6
74,复兴面王(河东路店),拱墅区,餐饮服务;快餐厅;快餐厅,4.7,41,1.2574680161695537,0.909090909090909,0.9768392370572208,0.4088794953819634,77.6
75,THREE FINGERS,西湖区,体育休闲服务;娱乐场所;酒吧|餐饮服务;快餐厅;快餐厅,4.8,60,1.1676349502796701,0.9545454545454544,0.9638964577656676,0.3503049771324868,77.56
76,后生仔.潮汕小馆(滨江店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,42,1.2496011526718045,0.909090909090909,0.976158038147139,0.4037500062016665,77.43
77,111white三白咖啡·西餐(银湖美和院店),富阳区,餐饮服务;餐饮相关场所;餐饮相关,4.7,42,1.2496011526718045,0.909090909090909,0.976158038147139,0.4037500062016665,77.43
78,岳阳楼(滨兴小区店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,62,1.1585430638845202,0.9545454545454544,0.9625340599455041,0.34437672721360196,77.35
79,星巴克(杭州来福士广场店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
80,星巴克(杭州UDC店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
81,星巴克(滨江城市之星店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
82,星巴克(杭州东杭大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
83,Any.Shell Coffee胡安咖啡(近江南路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
84,星巴克(杭州大厦501城市广场B1店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
85,星巴克(新传媒大厦店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
86,星巴克(杭州五福天虹购物中心店),上城区,餐饮服务;咖啡厅;星巴克咖啡,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
87,麦当劳(科技广场店),西湖区,餐饮服务;快餐厅;麦当劳,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
88,星巴克(杭州嘉华店),西湖区,餐饮服务;咖啡厅;星巴克咖啡|餐饮服务;快餐厅;快餐厅,4.6,30,1.3395507106118272,0.8636363636363635,0.9843324250681199,0.4624004816240304,77.34
89,刘记私房菜(七贤郡店),余杭区,餐饮服务;中餐厅;中餐厅,4.5,22,1.4351804500671046,0.8181818181818181,0.9897820163487738,0.5247546478035756,77.31
90,No Coffee無咖,上城区,餐饮服务;咖啡厅;咖啡厅,4.7,43,1.2420096387012938,0.909090909090909,0.9754768392370572,0.39880005520976886,77.26
91,瑞幸咖啡(采东路店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
92,瑞幸咖啡(庆春乐购店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
93,瑞幸咖啡(中纺中心店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
94,luckin coffee 瑞幸咖啡(尚城女装中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
95,瑞幸咖啡(四季青丝绸源一楼店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
96,瑞幸咖啡(中豪江河时代店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
97,瑞幸咖啡(杭州天虹购物中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.3,13,1.6293696812667902,0.7272727272727271,0.9959128065395095,0.6513732882126717,77.17
98,马姥姥东北砂锅,滨江区,餐饮服务;中餐厅;中餐厅,4.6,31,1.3272794376178463,0.8636363636363635,0.9836512261580381,0.454399152750191,77.09
99,素满香·全民食养自助(滨江天街店),滨江区,餐饮服务;快餐厅;快餐厅,4.6,31,1.3272794376178463,0.8636363636363635,0.9836512261580381,0.454399152750191,77.09
100,新丰小吃(解放路分店),上城区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5222955275492518,0.7727272727272727,0.9931880108991825,0.5815569359725832,77.05
101,阜阳格拉条卷馍(下沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.4,17,1.5222955275492518,0.7727272727272727,0.9931880108991825,0.5815569359725832,77.05
102,江渔儿成都冷锅鱼(浙港国际店),西湖区,餐饮服务;中餐厅;中餐厅,4.8,66,1.1415816647009174,0.9545454545454544,0.9598092643051771,0.3333172606778118,76.95
103,问疆新疆手抓饭(太平门直街店),上城区,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
104,巷儿里餐厅·杭帮菜(信义坊步行街店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
105,巷子里湘菜馆(八年湘守),拱墅区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
106,HELLO COFFEE·咖啡,上城区,餐饮服务;咖啡厅;咖啡厅,4.7,45,1.227589505851854,0.909090909090909,0.9741144414168937,0.389397589353992,76.94
107,一家咖啡(近江一园店),上城区,餐饮服务;咖啡厅;咖啡厅,4.5,23,1.4159609119985619,0.8181818181818181,0.989100817438692,0.5122227902721592,76.91
108,麦当劳(下城区行政服务中心),拱墅区,餐饮服务;餐饮相关场所;餐饮相关,4.5,23,1.4159609119985619,0.8181818181818181,0.989100817438692,0.5122227902721592,76.91
109,荆九爷爆炒桥头三嫩(东站店),上城区,餐饮服务;中餐厅;中餐厅,4.8,67,1.1375734648171867,0.9545454545454544,0.9591280653950953,0.330703764467798,76.85
110,望江门227号龙虾馆,上城区,餐饮服务;中餐厅;中餐厅,4.6,32,1.3155984705123018,0.8636363636363635,0.9829700272479565,0.44678272538998104,76.84
111,福泰来(北景园店),拱墅区,餐饮服务;中餐厅;东北菜,4.8,69,1.1298117866514568,0.9545454545454544,0.9577656675749319,0.3256428600573618,76.67
112,山野饭堂.融合家常菜(滨江店),滨江区,餐饮服务;中餐厅;四川菜(川菜),4.7,47,1.2140935039944452,0.909090909090909,0.9727520435967303,0.3805976914627102,76.65
113,颖姐鲜烫牛肉汤(旭辉春江悦茗店),萧山区,餐饮服务;中餐厅;中餐厅,4.7,47,1.2140935039944452,0.909090909090909,0.9727520435967303,0.3805976914627102,76.65
114,三毛烤鸡(景芳店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,24,1.3980036027591267,0.8181818181818181,0.9884196185286104,0.500513953138112,76.54
115,Ora Coffee 杭州来福士店,上城区,餐饮服务;餐饮相关场所;餐饮相关,4.5,24,1.3980036027591267,0.8181818181818181,0.9884196185286104,0.500513953138112,76.54
116,肉本家·炭烤肉(滨江东和时代店),滨江区,餐饮服务;中餐厅;中餐厅,4.9,106,1.0486153406396395,1.0000000000000002,0.9325613079019074,0.27269974093303245,76.5
117,小牛滚滚贵州黄牛肉火锅(中财店),滨江区,餐饮服务;中餐厅;火锅店,4.8,71,1.1223695903350879,0.9545454545454544,0.9564032697547684,0.320790269759668,76.49
118,戈壁滩西域·清真烤肉餐厅(中盛府店),上城区,餐饮服务;中餐厅;清真菜馆,4.4,18,1.494342396338478,0.7727272727272727,0.9925068119891008,0.5633304491214886,76.49
119,阿嬷手作(杭州万象城店),上城区,餐饮服务;冷饮店;冷饮店,4.6,34,1.2938255046885503,0.8636363636363635,0.9816076294277929,0.43258593747725566,76.38
120,盐蘸牛肉,上城区,餐饮服务;中餐厅;中餐厅,4.7,49,1.201424427586058,0.909090909090909,0.9713896457765667,0.3723369798868999,76.36
121,芳芳跷脚牛肉 (高沙店),钱塘区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1953734572769987,0.909090909090909,0.970708446866485,0.3683915209705863,76.23
122,孔岳冒菜(临平店),临平区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1953734572769987,0.909090909090909,0.970708446866485,0.3683915209705863,76.23
123,小湘村湘菜(滨兴小区东区店),滨江区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1953734572769987,0.909090909090909,0.970708446866485,0.3683915209705863,76.23
124,大嘴巴湘菜馆·干煸小龙虾(奥体店),萧山区,餐饮服务;中餐厅;湖南菜(湘菜),4.7,50,1.1953734572769987,0.909090909090909,0.970708446866485,0.3683915209705863,76.23
125,面屋目一,滨江区,餐饮服务;中餐厅;中餐厅,4.7,50,1.1953734572769987,0.909090909090909,0.970708446866485,0.3683915209705863,76.23
126,鸟鸟私房面(来福士臻选店),上城区,餐饮服务;中餐厅;中餐厅,4.5,25,1.381174543935607,0.8181818181818181,0.9877384196185286,0.48954077746593677,76.2
127,德克士(滨江儿保店),滨江区,餐饮服务;快餐厅;快餐厅,4.5,25,1.381174543935607,0.8181818181818181,0.9877384196185286,0.48954077746593677,76.2
128,麦当劳(中豪·江河时代店),上城区,餐饮服务;快餐厅;麦当劳,4.6,35,1.2836544410678685,0.8636363636363635,0.9809264305177112,0.4259540236517107,76.17
129,复兴面王(庆春店),拱墅区,餐饮服务;中餐厅;中餐厅,4.6,35,1.2836544410678685,0.8636363636363635,0.9809264305177112,0.4259540236517107,76.17
130,MStand(杭州太平金融大厦店),上城区,餐饮服务;咖啡厅;咖啡厅,4.6,35,1.2836544410678685,0.8636363636363635,0.9809264305177112,0.4259540236517107,76.17
131,鸟鸟好吃店·成都土砂锅串串(杭州总店),萧山区,餐饮服务;中餐厅;火锅店,4.8,75,1.10835732030609,0.9545454545454544,0.9536784741144414,0.3116537457147666,76.15
132,DaP,上城区,餐饮服务;咖啡厅;咖啡厅,4.7,51,1.1894988856033892,0.909090909090909,0.9700272479564033,0.3645610805609771,76.1
133,库迪咖啡(世包国际中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,9,1.7806073758033323,0.636363636363636,0.9986376021798365,0.7499859205533994,76.1
134,库迪咖啡(杭州天虹购物中心店),上城区,餐饮服务;咖啡厅;咖啡厅,4.1,9,1.7806073758033323,0.636363636363636,0.9986376021798365,0.7499859205533994,76.1
135,蜜雪冰城(近江店),上城区,餐饮服务;冷饮店;冷饮店,4.1,9,1.7806073758033323,0.636363636363636,0.9986376021798365,0.7499859205533994,76.1
136,蜜雪冰城,上城区,餐饮服务;冷饮店;冷饮店,4.1,9,1.7806073758033323,0.636363636363636,0.9986376021798365,0.7499859205533994,76.1
137,周姐焦烤鸡架·东北烧烤夜宵,滨江区,餐饮服务;中餐厅;中餐厅,4.8,77,1.101749093397008,0.9545454545454544,0.952316076294278,0.3073449346567407,75.98
138,蓝瓶咖啡(杭州万象城店),上城区,餐饮服务;咖啡厅;咖啡厅,4.7,52,1.1837920491329885,0.909090909090909,0.9693460490463215,0.3608400097762839,75.97
139,1点点(太平门直街店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.46875608305947,0.7727272727272727,0.9918256130790191,0.5466472160685814,75.97
140,OONECCUP(庆春银泰店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.46875608305947,0.7727272727272727,0.9918256130790191,0.5466472160685814,75.97
141,1点点(建国中路店),上城区,餐饮服务;冷饮店;冷饮店,4.4,19,1.46875608305947,0.7727272727272727,0.9918256130790191,0.5466472160685814,75.97
142,朱富贵火锅(杭州中大银泰店),拱墅区,餐饮服务;中餐厅;火锅店,4.9,116,1.028941837717252,1.0000000000000002,0.9257493188010899,0.25987188134098566,75.94
143,麦当劳(保利中心店),上城区,餐饮服务;快餐厅;麦当劳,4.5,26,1.365358839940256,0.8181818181818181,0.9870572207084469,0.47922834703592604,75.87
144,麦当劳(杭州西湖东坡酒店店),上城区,餐饮服务;快餐厅;麦当劳,4.5,26,1.365358839940256,0.8181818181818181,0.9870572207084469,0.47922834703592604,75.87
145,肯德基(杭州之翼店),上城区,餐饮服务;快餐厅;肯德基,4.5,26,1.365358839940256,0.8181818181818181,0.9870572207084469,0.47922834703592604,75.87
146,后生仔·潮汕小馆(西湖店),西湖区,餐饮服务;中餐厅;中餐厅,4.6,37,1.2645748576154703,0.8636363636363635,0.9795640326975477,0.4135134217635949,75.76
147,阿英川菜馆(丰潭路店),拱墅区,餐饮服务;中餐厅;四川菜(川菜),4.8,80,1.0922870719522046,0.9545454545454544,0.9502724795640327,0.3011753428443568,75.75
148,刘老根·东北烧烤酒场(闻涛观潮店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,80,1.0922870719522046,0.9545454545454544,0.9502724795640327,0.3011753428443568,75.75
149,老秦凉都黄牛肉馆(星耀城店),滨江区,餐饮服务;中餐厅;中餐厅,4.8,80,1.0922870719522046,0.9545454545454544,0.9502724795640327,0.3011753428443568,75.75
150,朱富贵火锅(杭州拱墅万达店),拱墅区,餐饮服务;中餐厅;火锅店,4.9,120,1.0217293589894034,1.0000000000000002,0.923024523160763,0.25516907550124973,75.73
151,周姐焦烤鸡架·东北烧烤夜宵(隆和国际店),滨江区,餐饮服务;餐饮相关场所;餐饮相关,4.8,81,1.0892457019992594,0.9545454545454544,0.9495912806539509,0.29919225590362414,75.67
152,荆九爷爆炒桥头三嫩(滨江滨悦城店),滨江区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1675998424728051,0.909090909090909,0.9673024523160763,0.35028208552956147,75.6
153,荆九爷爆炒桥头三嫩(新天地店),拱墅区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1675998424728051,0.909090909090909,0.9673024523160763,0.35028208552956147,75.6
154,小菜园新徽菜(杭州东站万象汇店),上城区,餐饮服务;中餐厅;中餐厅,4.7,55,1.1675998424728051,0.909090909090909,0.9673024523160763,0.35028208552956147,75.6
155,一席地·本地鸡窝(金田店),西湖区,餐饮服务;中餐厅;火锅店,4.7,55,1.1675998424728051,0.909090909090909,0.9673024523160763,0.35028208552956147,75.6
156,古茗(江干四季青店),上城区,餐饮服务;餐饮相关场所;餐饮相关,4.3,15,1.5508971689556357,0.7272727272727271,0.9945504087193461,0.6002062757221227,75.6
